TELEGRAM_DATE;TELEGRAM_TYPE;BALAST_FLAG;LATITUDE_DEGREES;LATITUDE_SECONDS;LONGITUDE_DEGREES;LONGITUDE_SECONDS;VESSEL_COURSE;DRAFT;ENGINE_RPM;WIND_DIRECTION;WIND_FORCE;AVERAGE_SPEED;HOURS_SLC;MINUTES_SLC;ME_CONS_24H;TRIM;ME_CONS_PER_MILE;WAVEH;WAVED;SWELLH;SWELLD;PORT_NAME
2017-06-10 02:00:00;A;L;11;49;54;7;270;9.65;87.8;157;6;13.64;14;0;18.514285714285716;0.1;0;2;157;;;Nakskov
2017-06-10 10:00:00;D;L;11;40;55;5;0;9.65;0.0;0;0;;0;0;5.5;0.1;0;0;0;0;0;Kalundborg
2017-06-10 12:00:00;N;L;11;18;56;24;22;9.65;87.6;202;5;13.85;2;0;18.0;0.1;0;2;202;;;
2017-06-11 12:00:00;N;L;4;11;58;31;270;9.65;88.1;202;6;13.14;24;0;17.8;0.1;0;3;202;2;225;
2017-06-12 12:00:00;N;L;5;44;58;38;0;9.765;88.8;270;4;12.89;25;0;17.951999999999998;0.75;0;3;247;2;247;
2017-06-13 12:00:00;N;L;14;34;57;46;0;9.765;88.2;225;5;11.8;25;0;17.951999999999998;0.75;0;4;247;1;247;
2017-06-14 12:00:00;N;L;21;56;55;36;247;9.765;85.5;225;8;10.21;24;0;18.0;0.75;0;6;225;6;225;
2017-06-15 12:00:00;N;L;26;30;54;34;0;9.765;76.9;225;7;7.62;25;0;16.32;0.75;0;6;247;5;247;
2017-06-16 12:00:00;N;L;33;12;52;13;225;9.765;86.7;202;7;11.45;24;0;18.0;0.75;0;5;225;3;225;
2017-06-17 12:00:00;N;L;38;45;49;40;225;9.765;85.6;270;6;10.16;25;0;17.951999999999998;0.75;0;4;225;4;225;
2017-06-18 12:00:00;N;L;44;26;46;18;225;9.765;87.8;270;4;12.5;24;0;18.0;0.75;0;2;225;3;225;
2017-06-19 12:00:00;N;L;49;55;42;55;225;9.765;87.9;247;4;13.2;25;0;18.048000000000002;0.75;0;2;247;1;247;
2017-06-20 12:00:00;N;L;56;49;40;1;225;9.735;87.6;247;5;12.53;24;0;18.0;0.81;0;0;0;;0;
2017-06-21 12:00:00;N;L;62;27;39;33;247;9.9;87.9;247;5;12.48;25;0;18.048000000000002;0;0;2;247;2;247;
2017-06-22 12:00:00;N;L;69;12;38;11;247;9.9;87.9;247;4;13.17;24;0;18.2;0;0;2;0;;;
2017-06-23 12:00:00;N;L;71;2;37;44;270;9.9;71.6;247;5;5.42;24;0;11.0;0;0;2;247;2;247;
2017-06-24 06:00:00;A;L;76;16;39;35;0;9.9;89.1;270;6;11.06;18;0;18.0;0;0;2;270;1;202;Baltimore, U.S.A. (WS)
2017-07-06 05:30:00;D;B;76;16;39;35;0;6.13;0.0;0;0;;0;0;15.9;1.3;0;0;0;0;0;Baltimore, U.S.A. (WS)
2017-07-06 12:00:00;N;B;74;22;37;29;0;6.13;85.2;0;5;13.08;6;30;17.353846153846156;1.3;0;1;0;;0;
2017-07-06 18:00:00;A;B;73;41;38;54;0;6.18;86.4;0;4;14.0;6;0;11.199999999999998;1.3;0;1;0;;0;WILMINGTON
2017-07-09 11:00:00;D;B;75;43;39;31;0;9.995;0.0;0;0;;0;0;6.8;0.05;0;0;0;0;0;Wilmington, Delaware, U.S.A.
2017-07-09 12:00:00;N;B;74;28;38;45;135;0;75.9;45;3;12.15;1;0;12.0;0;0;2;45;1;45;
2017-07-10 12:00:00;N;L;68;58;38;38;90;0;76.8;135;3;12.13;24;0;13.0;0;0;2;135;;;
2017-07-11 12:00:00;N;L;63;39;39;1;90;9.9;78.4;247;3;12.0;23;0;13.356521739130438;0;0;2;247;1;225;
2017-07-12 12:00:00;N;L;57;33;40;23;67;9.9;77.8;225;6;11.61;23;0;12.93913043478261;0;0;4;225;2;225;
2017-07-13 12:00:00;N;L;51;14;42;20;67;9.9;78.2;225;4;12.08;24;0;13.1;0;0;3;225;1;225;
2017-07-14 12:00:00;N;L;45;30;43;22;67;9.9;79.1;225;6;11.87;23;0;13.043478260869565;0;0;5;225;2;225;
2017-07-15 12:00:00;N;L;38;29;44;52;90;9.9;79.2;225;5;11.96;24;0;13.199999999999998;0;0;3;225;2;270;
2017-07-16 12:00:00;N;L;32;5;45;25;90;9.9;79.1;180;4;12.04;23;0;13.14782608695652;0;0;0;180;1;292;
2017-07-17 12:00:00;N;L;25;18;45;29;90;9.9;79.3;180;3;12.21;24;0;13.300000000000002;0;0;2;180;1;270;
2017-07-18 12:00:00;N;L;18;7;45;49;90;9.9;79.2;292;2;12.26;23;0;13.356521739130438;0;0;2;292;1;270;
2017-07-19 12:00:00;N;L;12;35;44;28;90;9.9;79.3;315;5;11.85;23;0;13.14782608695652;0;0;4;315;3;292;
2017-07-20 11:00:00;A;L;5;35;43;56;67;9.9;79.1;67;3;12.04;23;0;13.043478260869565;0;0;2;67;;;Aviles
2017-07-21 19:30:00;D;B;5;35;43;56;0;6.025;0.0;0;0;;0;0;1.6;1.19;0;0;0;0;0;Aviles
2017-07-22 12:00:00;N;B;6;36;45;36;315;6.025;65.8;315;4;6.76;16;30;9.454545454545455;1.19;0;3;315;3;315;
2017-07-23 12:00:00;N;B;4;18;49;14;90;0;77.9;315;5;10.75;24;0;12.9;0;0;4;315;3;315;
2017-07-24 12:00:00;N;B;1;59;50;37;45;6.025;67.2;315;3;10.63;24;0;9.1;1.19;0;2;315;;0;
2017-07-24 15:00:00;A;B;3;6;51;44;45;6.35;80.1;0;3;12.5;3;0;10.4;1.3;0;2;0;;0;Ghent
2017-07-29 11:00:00;D;L;3;6;51;44;0;9.51;0.0;0;0;;0;0;9.4;0.74;0;0;0;0;0;Ghent
2017-07-29 12:00:00;N;L;2;21;51;21;270;9.51;88.1;225;4;14.1;1;0;16.799999999999997;0.74;0;3;202;;;
2017-07-30 12:00:00;N;L;4;14;49;54;;9.51;88.2;225;5;13.88;24;0;18.1;0.74;0;4;225;;;
2017-07-31 12:00:00;N;L;8;54;44;55;202;9.51;88.0;225;5;13.88;24;0;18.0;0.74;0;4;202;2;225;
2017-08-01 12:00:00;N;L;10;41;39;7;180;9.675;88.2;202;5;13.67;24;0;18.0;0.25;0;3;202;1;225;
2017-08-02 12:00:00;N;L;6;59;35;41;112;9.675;88.3;135;4;13.63;24;0;18.0;0.25;0;2;135;;;
2017-08-03 12:00:00;N;L;0;38;36;4;90;9.675;87.9;270;3;13.83;24;0;17.9;0.25;0;1;270;;0;
2017-08-04 12:00:00;N;L;6;23;37;59;90;9.675;88.1;270;2;14.03;24;0;18.0;0.25;0;1;270;;0;
2017-08-05 12:00:00;N;L;13;44;36;29;90;9.675;88.2;315;3;14.0;23;0;17.94782608695652;0.25;0;1;315;;0;
2017-08-06 12:00:00;N;L;20;20;36;22;90;9.675;87.8;315;3;14.0;24;0;17.9;0.25;0;1;315;;0;
2017-08-07 12:00:00;N;L;25;1;39;6;45;9.675;88.0;45;5;12.72;24;0;17.9;0.25;0;4;45;;0;
2017-08-07 17:00:00;A;L;26;9;40;24;67;9.675;88.1;45;4;14.04;5;0;18.24;0.25;0;3;0;;0;Canakkale
2017-08-07 22:00:00;D;L;26;9;40;24;0;9.675;0.0;0;0;;0;0;3.3;0.25;0;0;0;0;0;Canakkale
2017-08-08 02:00:00;A;L;27;58;40;57;0;9.675;88.1;0;2;14.0;4;0;18.0;0.25;0;1;0;;0;Marmara Ereglisi
2017-08-12 10:40:00;D;B;27;58;40;57;0;6.175;0.0;0;0;;0;0;1.4;1.55;0;0;0;0;0;Marmara Ereglisi
2017-08-12 12:00:00;N;B;28;47;40;15;90;6.175;88.0;270;3;13.5;1;20;18.0;1.55;0;1;270;;0;
2017-08-12 13:00:00;A;B;29;12;41;6;0;6.175;88.6;247;3;14.3;1;0;19.200000000000003;1.55;0;1;270;;0;Bosporus - S bound
2017-08-14 21:12:00;D;B;29;0;41;0;0;6.175;0.0;0;0;;0;0;6.4;1.55;0;0;0;0;0;Bosporus
2017-08-15 12:00:00;N;B;31;37;42;49;67;6.175;63.0;45;4;9.86;14;48;8.432432432432433;1.55;0;2;45;;0;
2017-08-16 12:00:00;N;B;36;19;44;2;0;6.175;58.0;45;3;8.88;24;0;6.7;1.55;0;1;45;;0;
2017-08-16 21:00:00;A;B;36;5;45;39;0;6.175;39.0;45;3;5.08;9;0;4.800000000000001;1.55;0;1;45;;0;Taman
2017-08-25 18:15:00;D;L;36;8;45;41;0;10.515;0.0;0;0;;0;0;2.2;0.57;0;0;0;0;0;TAMAN
2017-08-26 12:00:00;N;L;32;52;42;18;225;10.515;87.9;225;5;13.26;17;48;17.93258426966292;0.57;0;3;225;1;180;
2017-08-26 23:00:00;A;L;29;0;41;0;180;10.53;88.9;135;2;15.18;11;0;17.89090909090909;0.54;0;1;135;;0;Bosporus
2017-08-27 17:20:00;D;L;29;0;41;0;0;0;0.0;0;0;;0;0;3.8;0;0;0;0;0;0;Bosporus
2017-08-28 00:00:00;A;L;26;0;40;8;247;10.535;88.0;45;4;14.1;6;40;18.36;0.61;0;2;45;;0;Dardanelles - N bound
2017-08-28 04:20:00;D;L;26;1;40;7;0;10.55;0.0;0;0;;0;0;2.4;0.58;0;0;0;0;0;Dardanelles - S bound
2017-08-28 12:00:00;N;L;25;32;38;23;202;10.535;87.9;225;4;13.7;7;40;17.843478260869567;0.61;0;2;225;1;180;
2017-08-29 12:00:00;N;L;29;12;34;15;0;10.535;87.6;135;5;13.08;25;0;17.663999999999998;0.61;0;3;135;;0;
2017-08-30 04:00:00;A;L;32;15;31;19;135;10.465;87.8;315;2;13.63;16;0;17.85;0.61;0;0;315;;0;Port Said
2017-08-31 15:30:00;D;L;32;58;29;32;0;10.37;0.0;0;0;;0;0;5.4;0.66;0;0;0;0;0;SUEZ
2017-09-01 12:00:00;N;L;35;8;26;4;135;10.37;87.8;135;5;13.56;20;30;18.02926829268293;0.66;0;4;135;1;135;
2017-09-02 12:00:00;N;L;37;41;21;58;157;10.37;87.4;180;4;13.67;24;0;17.9;0.66;0;2;180;1;135;
2017-09-03 12:00:00;N;L;40;56;16;15;135;10.37;85.2;135;3;13.33;24;0;17.4;0.66;0;1;135;;0;
2017-09-04 12:00:00;N;L;43;34;12;23;0;10.37;88.1;45;3;13.58;24;0;18.0;0.66;0;1;45;;0;
2017-09-05 12:00:00;N;L;48;57;12;33;90;10.37;87.9;45;3;13.58;24;0;17.9;0.66;0;2;45;;0;
2017-09-06 12:00:00;N;L;53;15;14;27;135;10.37;87.9;135;5;13.09;23;0;17.94782608695652;0.66;0;3;135;;0;
2017-09-07 12:00:00;N;L;55;7;11;26;0;10.37;84.3;202;7;12.41;24;0;18.0;0.66;0;4;202;3;225;
2017-09-08 12:00:00;N;L;53;18;7;32;225;10.37;85.1;225;7;10.67;24;0;18.1;0.66;0;3;225;3;202;
2017-09-09 12:00:00;N;L;51;8;3;16;225;10.37;85.7;225;7;11.85;24;0;18.0;0.66;0;3;225;3;225;
2017-09-10 12:00:00;N;L;48;45;0;32;225;10.37;86.9;225;7;11.75;24;0;18.1;0.66;0;5;202;;0;
2017-09-11 12:00:00;N;L;45;1;4;36;225;10.37;87.2;225;7;10.42;24;0;17.9;0.66;0;3;225;3;202;
2017-09-12 12:00:00;N;L;41;48;5;20;202;10.37;86.7;202;7;11.6;24;0;17.9;0.66;0;3;225;3;202;
2017-09-12 21:00:00;A;L;39;50;6;17;247;10.5;88.2;22;1;14.11;9;0;17.866666666666667;0;0;0;0;;0;Dar-es-Salaam
2017-09-19 14:20:00;D;L;39;50;6;17;0;6.29;0.0;0;0;;0;0;2.6;1.4;0;0;0;0;0;Dar-es-Salaam
2017-09-19 16:40:00;A;L;39;9;6;11;0;6.29;87.9;90;2;14.19;2;20;20.57142857142857;1.4;0;1;45;;0;Zanzibar
2017-09-22 17:45:00;D;B;39;9;6;11;0;6.07;0.0;0;0;;0;0;2.2;1.54;0;0;0;0;0;Zanzibar
2017-09-23 12:00:00;N;B;41;15;9;25;135;6.07;87.2;135;4;13.7;18;15;17.358904109589037;1.54;0;2;135;1;180;
2017-09-24 12:00:00;N;B;41;41;13;59;180;6.07;85.1;180;4;13.6;24;0;17.3;1.54;0;2;180;1;135;
2017-09-25 12:00:00;N;B;39;51;18;14;225;6.07;88.2;0;3;14.54;24;0;18.1;1.54;0;1;0;1;135;
2017-09-26 12:00:00;N;B;36;5;24;40;202;6.075;86.9;180;4;13.6;25;0;17.471999999999998;1.55;0;2;180;3;135;
2017-09-27 06:30:00;A;B;32;58;25;34;270;6.075;87.0;180;4;13.57;18;30;17.383783783783784;1.55;0;2;180;1;157;Maputo
2017-10-14 14:00:00;D;L;32;58;25;34;0;9.9;0.0;0;0;;0;0;4.1;0.2;0;0;0;0;0;Maputo
2017-10-15 12:00:00;N;L;38;47;25;7;90;9.9;88.6;45;5;13.27;22;0;18.0;0.2;0;2;45;4;180;
2017-10-16 12:00:00;N;L;43;56;25;31;90;9.9;88.2;90;4;12.74;23;0;18.05217391304348;0.2;0;3;90;4;135;
2017-10-17 12:00:00;N;L;48;21;24;42;225;9.9;88.1;45;6;13.33;24;0;18.1;0.2;0;3;45;4;45;
2017-10-18 12:00:00;N;L;53;53;21;0;45;9.9;87.9;45;6;12.22;23;0;18.05217391304348;0.2;0;3;45;4;45;
2017-10-19 08:00:00;A;L;57;9;20;29;90;9.9;87.7;45;3;13.6;20;0;18.0;0.2;0;1;45;2;45;Port Louis
2017-10-19 15:30:00;D;L;57;9;20;29;0;9.915;0.0;0;0;;0;0;1.3;0.27;0;0;0;0;0;Port Louis
2017-10-20 12:00:00;N;L;61;31;17;1;45;9.915;87.7;135;6;12.75;20;30;18.02926829268293;0.27;0;4;135;4;112;
2017-10-21 12:00:00;N;L;64;48;14;33;45;9.9;86.6;45;6;10.91;23;0;18.573913043478264;0.2;0;5;45;4;0;
2017-10-22 12:00:00;N;L;67;37;11;33;45;9.9;86.4;45;7;10.88;24;0;18.5;0.2;0;5;45;4;45;
2017-10-23 12:00:00;N;L;71;8;9;12;45;9.9;86.3;45;7;10.96;24;0;18.1;0.2;0;5;45;4;135;
2017-10-24 12:00:00;N;L;74;40;6;52;45;9.9;86.3;45;6;11.52;23;0;18.156521739130433;0.2;0;3;45;4;45;
2017-10-25 12:00:00;N;L;79;47;3;17;45;9.9;87.4;270;3;13.51;24;0;18.0;0.2;0;2;0;2;0;
2017-10-26 12:00:00;N;L;83;52;0;44;45;9.9;87.1;270;5;13.31;24;0;18.0;0.2;0;3;270;2;45;
2017-10-27 12:00:00;N;L;92;53;4;31;45;9.9;87.6;45;5;13.52;23;0;18.05217391304348;0.2;0;3;45;;0;
2017-10-28 12:00:00;N;L;92;53;4;31;45;9.9;87.3;45;3;13.38;24;0;17.9;0.2;0;3;45;2;45;
2017-10-29 12:00:00;N;L;96;42;5;56;45;9.9;88.6;45;5;12.61;23;0;18.05217391304348;0.2;0;3;0;3;45;
2017-10-30 12:00:00;N;L;101;42;2;11;90;9.9;88.2;225;3;13.05;24;0;18.0;0.2;0;1;202;;;
2017-10-31 02:00:00;A;L;103;15;1;47;90;9.95;87.4;135;3;13.6;14;0;18.17142857142857;0.7;0;1;90;;0;Singapore
2017-10-31 14:50:00;D;L;104;16;1;14;0;0;0.0;0;0;;0;0;3.5;0;0;0;0;0;0;Singapore
2017-11-01 12:00:00;N;L;106;42;4;20;45;0;87.9;45;6;12.14;21;10;17.5748031496063;0;0;5;90;2;90;
2017-11-02 12:00:00;N;L;108;5;8;49;270;0;83.9;90;6;10.92;24;0;16.7;0;0;5;90;2;180;
2017-11-03 12:00:00;N;L;111;48;8;19;270;0;61.9;45;6;6.5;24;0;7.5;0;0;5;22;3;180;
2017-11-04 12:00:00;N;L;111;41;11;47;337;0;73.5;135;5;9.04;24;0;13.1;0;0;3;22;4;22;
2017-11-05 12:00:00;N;L;109;25;15;55;337;0;83.9;22;8;10.42;24;0;17.8;0;0;4;22;4;22;
2017-11-06 12:00:00;N;L;108;39;18;7;315;0;86.2;22;6;9.17;24;0;17.2;0;0;6;22;3;22;
