FOC_pred,FOC_act,PERC,stw,draft,trim,sensor_wind_speed,sensor_wind_dir,comb_waves_height,comb_waves_dir
21.0,23.0,8.5058975,11.57,4.31,-2.24,5.23,307.44,0.91,100.46
32.0,35.0,6.291005,13.75,4.83,-1.25,3.53,182.52,1.39,170.39
28.0,27.0,3.4482784,11.81,11.42,0.41,7.39,113.33,0.94,354.68
30.0,27.0,10.78927,12.0,11.51,0.49,14.72,56.7,1.29,349.96
21.0,20.0,2.996827,11.57,4.35,-2.26,6.47,308.1,0.91,107.64
26.0,27.0,3.8843963,11.54,11.43,0.37,5.27,18.87,1.28,8.29
30.0,27.0,7.867332,11.74,11.42,0.51,6.03,0.0,0.86,26.86
36.0,35.0,3.2986534,11.15,11.5,0.11,24.12,35.76,3.81,0.19
28.0,27.0,1.9888431,11.84,11.45,0.38,5.76,41.09,0.51,210.68
40.0,40.0,1.6518434,14.62,11.52,0.37,15.56,37.65,0.97,268.49
34.0,33.0,2.7868483,12.39,11.39,0.45,18.39,55.46,1.34,341.01
21.0,20.0,4.9202404,11.38,4.38,-1.89,8.11,306.68,1.06,87.38
28.0,27.0,1.0622314,11.95,11.39,0.51,6.08,358.7,0.64,191.39
39.0,40.0,2.2390249,15.17,4.81,-1.52,6.29,39.74,1.94,125.7
5.0,7.0,33.589867,7.03,4.39,-1.7,11.88,4.6,0.68,172.81
28.0,29.0,1.3668537,11.53,11.46,0.46,6.5,134.64,2.03,358.84
30.0,33.0,9.698649,13.19,4.88,-1.29,3.51,155.58,0.9,158.81
41.0,42.0,2.067281,13.89,11.55,0.29,18.15,49.41,1.47,349.27
28.0,27.0,2.4972672,11.5,11.45,0.54,13.93,57.8,1.22,21.5
23.0,23.0,0.8290344,10.19,11.46,0.57,8.5,149.28,1.14,257.63
16.0,14.0,8.967023,9.21,4.93,-1.7,11.95,330.34,1.04,62.11
37.0,40.0,7.950172,14.54,4.86,-1.4,6.03,339.64,1.32,199.32
18.0,19.0,3.1261873,11.01,4.35,-2.22,7.05,319.6,0.83,110.21
40.0,39.0,2.1426766,15.09,4.81,-1.58,8.51,330.79,1.59,127.08
41.0,43.0,6.155482,13.76,11.54,0.3,22.37,22.28,1.41,325.86
27.0,26.0,5.8589306,11.82,11.39,0.5,6.0,357.72,0.64,184.19
33.0,33.0,0.48059198,12.01,11.4,0.42,18.79,56.86,1.34,341.01
41.0,40.0,0.64025795,13.69,11.54,0.28,18.09,34.89,1.48,318.76
30.0,29.0,2.7680795,13.28,4.9,-1.22,3.48,322.66,1.18,229.93
17.0,17.0,0.87587917,11.38,4.35,-2.17,5.78,17.26,1.01,166.73
20.0,22.0,7.397024,11.05,4.83,-1.87,8.43,308.8,1.08,89.58
37.0,33.0,12.513785,14.59,4.83,-1.42,9.86,351.7,2.04,186.26
24.0,23.0,3.7116804,11.38,4.81,-1.87,12.46,330.97,0.92,26.89
20.0,17.0,13.151698,9.38,11.63,0.96,6.44,34.21,1.01,17.25
39.0,39.0,0.39924806,15.34,4.45,-1.13,15.83,19.48,0.17,302.49
29.0,27.0,6.326381,11.43,11.51,0.51,15.36,62.53,1.27,344.19
16.0,14.0,7.9454913,10.76,4.91,-2.25,7.03,16.9,1.0,134.23
37.0,37.0,0.8233286,14.74,4.83,-1.39,3.79,178.8,1.09,148.97
22.0,20.0,9.772455,11.95,4.32,-2.26,4.62,304.52,0.91,106.54
37.0,33.0,10.329964,14.92,4.75,-1.31,16.55,5.89,4.38,194.12
21.0,20.0,3.4218173,10.95,4.85,-1.84,12.62,328.14,1.33,52.14
32.0,35.0,6.406881,11.63,11.5,-0.04,20.41,35.02,0.6,141.36
32.0,33.0,2.4059315,12.46,11.38,0.46,17.01,41.79,1.1,344.4
29.0,29.0,1.3492769,11.51,11.43,0.45,11.49,142.27,1.63,337.37
15.0,16.0,2.6252956,10.91,4.33,-2.12,0.97,183.26,2.13,175.1
6.0,6.0,3.625502,7.16,4.99,-1.0,3.32,57.84,0.78,187.03
29.0,29.0,2.1795366,11.14,11.51,0.49,19.17,343.2,1.58,283.51
19.0,19.0,0.31802392,10.6,4.86,-1.79,9.02,311.27,1.2,72.33
41.0,40.0,1.45371,13.56,11.55,0.26,20.09,44.57,1.87,345.64
40.0,37.0,6.197569,14.03,4.66,-1.04,10.74,264.67,2.57,253.69
28.0,27.0,1.0770664,11.88,11.47,0.38,6.36,357.64,0.49,210.04
28.0,27.0,1.1976838,11.82,11.43,0.51,6.42,353.65,0.95,182.38
28.0,27.0,3.969983,12.25,11.46,0.37,5.04,353.84,0.53,183.38
32.0,32.0,1.2365013,13.7,4.86,-1.24,5.33,305.5,1.25,218.72
34.0,36.0,4.414463,11.14,11.44,-0.13,22.6,35.73,3.52,351.68
40.0,42.0,3.3681695,14.17,11.54,0.31,22.96,25.34,1.41,325.66
38.0,37.0,0.61697435,15.13,4.8,-1.54,7.81,10.23,1.74,136.54
27.0,27.0,2.3094325,11.72,11.4,0.5,3.48,289.6,0.58,191.17
34.0,36.0,4.9644895,10.82,11.5,0.21,24.81,21.8,3.18,1.23
27.0,27.0,0.38446042,11.87,11.41,0.51,2.53,328.28,0.58,192.37
31.0,32.0,1.7165356,12.1,11.41,0.41,15.39,45.4,0.76,354.07
33.0,33.0,0.9212863,11.88,11.5,0.02,20.89,25.21,1.71,306.14
32.0,32.0,0.2647771,12.31,11.41,0.4,14.3,48.39,0.79,338.86
5.0,4.0,21.725506,7.34,4.39,-1.72,6.1,83.32,0.61,201.1
24.0,24.0,2.5692642,11.49,4.79,-1.85,13.67,327.38,1.46,34.8
37.0,37.0,0.73010087,14.81,4.77,-1.56,7.52,21.15,1.74,129.04
30.0,33.0,8.652066,13.55,4.88,-1.32,2.98,337.55,1.27,210.17
29.0,26.0,10.859775,13.0,4.91,-1.19,4.27,307.64,1.2,221.27
6.0,6.0,0.68742365,7.18,4.98,-1.0,2.94,346.5,0.73,193.76
38.0,37.0,0.80243134,14.66,4.86,-1.36,5.64,255.27,1.44,123.98
24.0,23.0,3.0209785,10.57,11.46,0.56,8.1,142.81,0.79,281.94
28.0,27.0,2.2793581,12.02,11.41,0.51,7.12,357.85,0.86,180.16
22.0,22.0,3.3741262,11.6,4.78,-1.83,8.86,313.97,1.08,89.38
38.0,37.0,0.96498394,15.0,4.78,-1.55,7.05,16.04,1.94,128.6
19.0,20.0,6.0880375,11.5,4.37,-2.22,1.3,46.26,1.87,153.13
28.0,29.0,2.309627,11.81,11.42,0.41,4.55,67.94,0.94,352.38
5.0,4.0,18.411245,7.12,4.38,-1.63,2.55,322.47,0.81,166.3
36.0,35.0,4.112003,14.74,4.83,-1.44,11.87,33.05,2.15,159.99
31.0,30.0,3.8688462,12.25,11.42,0.41,15.07,46.61,0.81,356.13
22.0,22.0,4.121568,11.98,4.32,-2.23,4.68,303.39,0.91,98.66
5.0,4.0,24.650427,7.46,4.39,-1.76,4.66,36.65,0.55,176.64
5.0,4.0,19.14372,7.1,4.39,-1.69,5.06,27.19,0.5,169.89
28.0,29.0,2.8653543,11.31,11.49,0.48,15.68,63.63,1.84,42.73
32.0,32.0,2.0103383,13.95,4.83,-1.23,7.39,353.33,1.13,207.07
41.0,40.0,1.0104218,13.65,11.52,0.33,19.02,49.28,1.81,324.73
28.0,27.0,2.9666312,11.71,11.43,0.41,5.23,79.88,0.94,352.08
21.0,22.0,0.6321536,11.34,4.81,-1.93,9.14,315.11,1.21,76.61
29.0,27.0,4.3071294,11.75,11.42,0.42,3.99,79.24,0.98,339.24
41.0,43.0,5.6252656,13.81,11.56,0.31,19.17,43.74,1.97,332.02
13.0,14.0,7.105066,9.82,4.39,-1.97,5.06,357.07,0.34,179.62
35.0,36.0,1.9778993,14.35,4.71,-1.34,4.76,103.48,4.36,330.79
36.0,39.0,7.3770924,14.36,4.83,-1.38,4.8,205.72,1.09,149.07
36.0,39.0,6.315247,13.99,4.46,-1.81,4.72,221.66,1.28,120.43
28.0,26.0,7.9013457,11.94,11.4,0.49,4.03,313.24,0.74,191.06
38.0,40.0,5.683341,13.76,11.57,0.36,8.54,24.0,0.76,250.38
20.0,20.0,3.1067078,10.58,4.77,-1.82,12.41,321.94,1.34,53.29
36.0,36.0,0.87360805,10.23,11.49,-0.04,23.16,39.55,3.73,1.12
14.0,14.0,2.5262237,10.13,4.35,-2.04,5.5,20.83,1.09,168.55
29.0,27.0,4.3589606,11.72,11.41,0.41,7.18,55.97,1.28,9.29
41.0,42.0,2.308833,13.57,11.55,0.26,19.23,46.41,2.04,337.32
34.0,33.0,2.1366568,11.95,11.48,0.06,22.1,34.46,1.71,307.64
23.0,23.0,1.9634597,10.37,11.47,0.55,9.68,158.61,0.76,276.36
41.0,40.0,1.0607829,13.77,11.55,0.29,18.92,37.61,1.7,329.27
43.0,43.0,0.42237175,13.48,11.54,0.27,20.14,37.92,0.06,143.16
35.0,33.0,4.482258,13.93,4.88,-1.31,7.21,114.63,1.12,152.78
32.0,30.0,4.7426186,13.7,4.88,-1.24,6.02,338.09,1.28,216.29
28.0,27.0,0.6309796,11.79,11.43,0.43,5.59,355.29,0.57,196.77
34.0,32.0,5.9672074,14.15,4.88,-1.23,5.65,328.31,1.28,219.59
31.0,33.0,7.4703283,11.25,11.54,-0.01,21.63,43.01,0.86,163.45
28.0,27.0,3.1387596,11.48,11.51,0.51,15.16,63.42,1.54,38.38
40.0,42.0,5.1196237,13.59,11.54,0.31,19.73,43.03,1.56,302.38
21.0,20.0,1.9867364,10.93,4.83,-1.84,11.67,331.38,1.33,51.84
35.0,36.0,2.3132854,12.9,11.53,-0.03,16.18,356.4,0.65,103.55
29.0,27.0,7.754118,12.02,11.41,0.51,10.39,354.7,0.47,147.66
15.0,14.0,2.7130513,10.62,4.34,-2.06,8.5,24.18,0.62,168.77
15.0,13.0,12.112032,10.35,4.34,-2.06,1.58,19.25,1.99,168.81
31.0,35.0,9.025831,12.12,11.38,0.46,14.96,54.7,1.22,335.82
27.0,27.0,0.32661253,11.78,11.39,0.5,5.26,356.43,0.64,191.29
35.0,35.0,1.4911536,11.02,11.45,-0.12,24.4,27.42,3.81,357.99
40.0,46.0,12.2217,13.68,11.54,0.28,19.69,42.71,1.52,342.58
6.0,4.0,31.716976,7.51,4.37,-1.68,3.74,41.11,0.55,176.34
34.0,33.0,3.5170887,11.42,11.5,0.08,20.69,27.08,2.51,358.26
31.0,27.0,11.483103,12.02,11.51,0.48,14.96,53.1,1.29,349.86
15.0,13.0,14.999096,10.73,4.24,-1.86,6.49,82.85,0.8,174.97
5.0,6.0,12.718389,7.05,4.36,-1.69,3.7,146.07,1.29,166.29
34.0,32.0,6.767776,12.17,11.49,-0.02,20.35,18.75,2.26,321.76
34.0,33.0,1.8633623,11.44,11.55,0.04,20.03,24.39,2.93,8.5
28.0,29.0,2.1882324,11.65,11.44,0.4,4.75,91.89,0.66,11.48
37.0,33.0,11.645354,14.9,4.78,-1.45,7.36,28.05,3.58,172.48
35.0,36.0,4.1352487,11.19,11.5,0.07,23.25,26.21,2.95,352.08
21.0,22.0,1.750946,11.54,4.31,-2.27,8.39,314.69,0.97,100.1
15.0,17.0,15.689174,10.42,4.35,-2.05,5.17,23.61,1.17,171.85
23.0,23.0,0.08552438,10.3,11.46,0.57,8.61,150.73,0.79,281.94
6.0,7.0,20.882673,7.46,4.4,-1.7,2.07,334.45,0.81,165.4
6.0,6.0,0.43917862,7.39,5.02,-1.02,6.1,16.13,1.21,215.94
35.0,37.0,5.6027656,10.62,11.32,-0.21,22.33,41.16,2.95,6.4
28.0,27.0,3.0285225,11.56,11.48,0.5,16.09,63.48,1.84,43.94
28.0,27.0,2.2669215,12.08,11.4,0.5,5.92,355.35,0.57,190.77
36.0,35.0,4.4535704,15.04,4.82,-1.38,15.14,4.63,2.48,163.01
15.0,13.0,16.972069,10.78,4.37,-2.06,4.89,6.36,0.34,172.82
36.0,39.0,6.828141,10.27,11.4,-0.04,20.61,35.05,2.95,5.07
