Terminal,Date,Latitude,Longitude,Course,Speed,Average Speed,Wind Speed,Wind Direction,Pressure,Significant Wave Height,Wind Wave Height,Swell Height,Wind Wave Direction,Swell Direction,Swell Period,Wind Wave Period,Current Speed ,Current Direction 
AIS.636013410.S-34,18.05.2019 13:14 Z,"21° 22' 20.74"" N","038° 03' 19.04"" E",152°,013.0 kn.,013.0 kn.,002.0m/s,352°,1007mb,0.6m,0.4m,0.4m,345°,145°,005sec,003sec,0.00m/s,043°
AIS.636013410.S-34,18.05.2019 12:15 Z,"21° 34' 03.79"" N","037° 57' 40.57"" E",158°,013.2 kn.,013.3 kn.,002.0m/s,358°,1008mb,0.5m,0.3m,0.5m,355°,085°,004sec,002sec,0.00m/s,059°
AIS.636013410.S-34,18.05.2019 11:15 Z,"21° 45' 52.12"" N","037° 51' 26.02"" E",152°,013.3 kn.,013.1 kn.,003.0m/s,356°,1008mb,0.5m,0.2m,0.5m,355°,095°,005sec,002sec,0.00m/s,065°
AIS.636013410.S-34,18.05.2019 10:15 Z,"21° 57' 29.48"" N","037° 44' 37.06"" E",151°,012.9 kn.,013.0 kn.,003.0m/s,352°,1008mb,0.5m,0.2m,0.5m,350°,120°,005sec,002sec,0.00m/s,016°
AIS.636013410.S-34,18.05.2019 09:15 Z,"22° 08' 59.13"" N","037° 38' 28.50"" E",154°,013.2 kn.,013.1 kn.,004.0m/s,350°,1008mb,0.5m,0.2m,0.5m,350°,140°,005sec,002sec,0.00m/s,000°
AIS.636013410.S-34,18.05.2019 08:15 Z,"22° 20' 53.84"" N","037° 32' 11.18"" E",150°,013.0 kn.,012.6 kn.,004.0m/s,348°,1008mb,0.5m,0.2m,0.4m,350°,145°,005sec,002sec,0.00m/s,000°
INC.463702145 (9469.014),18.05.2019 07:26 Z,"22° 29' 52.80"" N","037° 26' 50.40"" E",150°,013.0 kn.,015.2 kn.,004.0m/s,346°,1008mb,0.4m,0.2m,0.4m,345°,150°,005sec,002sec,0.00m/s,000°
AIS.636013410.S-34,18.05.2019 07:15 Z,"22° 32' 08.91"" N","037° 25' 28.41"" E",150°,012.9 kn.,012.8 kn.,004.0m/s,346°,1008mb,0.4m,0.2m,0.4m,345°,150°,005sec,002sec,0.00m/s,000°
AIS.636013410.S-34,18.05.2019 06:15 Z,"22° 43' 31.69"" N","037° 19' 05.05"" E",153°,012.7 kn.,012.8 kn.,001.0m/s,318°,1006mb,0.5m,0.3m,0.4m,275°,105°,005sec,002sec,0.00m/s,000°
AIS.636013410.S-34,18.05.2019 04:55 Z,"22° 58' 37.63"" N","037° 10' 25.21"" E",151°,012.7 kn.,012.8 kn.,001.0m/s,316°,1006mb,0.4m,0.2m,0.4m,215°,105°,004sec,002sec,0.00m/s,000°
INC.463702145 (9469.014),18.05.2019 01:28 Z,"23° 37' 57.60"" N","036° 48' 36.00"" E",155°,012.8 kn.,013.2 kn.,000.0m/s,234°,1006mb,0.4m,0.2m,0.3m,190°,125°,004sec,002sec,0.00m/s,000°
AIS.636013410.S-34,18.05.2019 01:23 Z,"23° 38' 53.70"" N","036° 48' 04.21"" E",152°,012.8 kn.,012.9 kn.,000.0m/s,230°,1006mb,0.4m,0.2m,0.3m,190°,130°,004sec,002sec,0.00m/s,000°
AIS.636013410.S-34,18.05.2019 01:15 Z,"23° 40' 17.07"" N","036° 47' 11.18"" E",149°,012.9 kn.,013.2 kn.,000.0m/s,224°,1006mb,0.4m,0.2m,0.3m,190°,130°,004sec,002sec,0.00m/s,000°
INC.463702145 (9469.014),17.05.2019 19:28 Z,"24° 47' 38.40"" N","036° 07' 48.00"" E",154°,013.2 kn.,013.2 kn.,002.0m/s,230°,1007mb,0.3m,0.2m,0.2m,210°,145°,004sec,002sec,No data,No data
INC.463702145 (9469.014),17.05.2019 13:26 Z,"25° 57' 52.79"" N","035° 27' 14.40"" E",152°,012.8 kn.,013.0 kn.,001.0m/s,208°,1006mb,0.2m,0.1m,0.2m,180°,155°,004sec,002sec,0.00m/s,000°
INC.463702145 (9469.014),17.05.2019 07:26 Z,"26° 59' 55.20"" N","034° 34' 26.40"" E",150°,012.8 kn.,012.9 kn.,002.0m/s,216°,1007mb,0.1m,0.0m,0.1m,205°,240°,004sec,002sec,0.00m/s,000°
INC.463702145 (9469.014),17.05.2019 01:28 Z,"27° 55' 57.60"" N","033° 35' 28.79"" E",133°,013.2 kn.,013.2 kn.,001.0m/s,276°,1006mb,0.1m,0.0m,0.1m,280°,315°,004sec,002sec,0.00m/s,000°
INC.463702145 (9469.014),16.05.2019 19:28 Z,"29° 02' 40.80"" N","032° 46' 55.20"" E",162°,013.4 kn.,010.0 kn.,002.0m/s,012°,1007mb,0.1m,0.0m,0.1m,015°,340°,004sec,001sec,No data,No data
INC.463702145 (9469.014),16.05.2019 13:26 Z,"30° 01' 55.20"" N","032° 34' 36.00"" E",171°,010.2 kn.,008.7 kn.,003.0m/s,002°,1006mb,0.4m,0.0m,0.4m,000°,325°,004sec,003sec,No data,No data
AIS.636013410.S-34,16.05.2019 07:52 Z,"30° 48' 12.52"" N","032° 19' 01.74"" E",188°,008.4 kn.,008.1 kn.,002.0m/s,060°,1008mb,0.5m,0.1m,0.5m,065°,320°,004sec,002sec,0.10m/s,176°
INC.463702145 (9469.014),16.05.2019 07:26 Z,"30° 51' 43.19"" N","032° 18' 57.60"" E",177°,008.4 kn.,009.2 kn.,003.0m/s,060°,1008mb,0.5m,0.1m,0.5m,065°,320°,004sec,002sec,0.10m/s,176°
AIS.636013410.S-34,16.05.2019 07:03 Z,"30° 55' 12.28"" N","032° 18' 50.79"" E",179°,007.7 kn.,009.0 kn.,002.0m/s,062°,1008mb,0.5m,0.1m,0.5m,065°,320°,005sec,002sec,0.10m/s,176°
AIS.636013410.S-34,16.05.2019 06:10 Z,"31° 03' 02.05"" N","032° 18' 35.24"" E",179°,009.8 kn.,009.4 kn.,003.0m/s,004°,1008mb,0.4m,0.2m,0.3m,005°,320°,005sec,002sec,0.10m/s,176°
AIS.636013410.S-34,16.05.2019 05:17 Z,"31° 11' 15.68"" N","032° 20' 02.86"" E",194°,008.9 kn.,007.4 kn.,003.0m/s,006°,1008mb,0.4m,0.1m,0.4m,005°,320°,005sec,002sec,0.10m/s,176°
AIS.636013410.S-34,16.05.2019 04:31 Z,"31° 16' 45.01"" N","032° 21' 36.18"" E",196°,009.7 kn.,009.4 kn.,003.0m/s,006°,1008mb,0.4m,0.1m,0.4m,010°,320°,005sec,002sec,0.10m/s,176°
AIS.636013410.S-34,16.05.2019 03:43 Z,"31° 24' 05.04"" N","032° 23' 42.46"" E",194°,008.8 kn.,005.0 kn.,003.0m/s,008°,1008mb,0.4m,0.2m,0.4m,010°,320°,005sec,002sec,0.10m/s,176°
AIS.636013410.S-34,16.05.2019 02:51 Z,"31° 24' 46.51"" N","032° 18' 45.90"" E",018°,007.2 kn.,001.2 kn.,003.0m/s,012°,1008mb,0.4m,0.2m,0.4m,015°,320°,005sec,002sec,0.10m/s,176°
AIS.636013410.S-34,16.05.2019 02:03 Z,"31° 23' 49.09"" N","032° 18' 35.74"" E",300°,000.0 kn.,000.1 kn.,003.0m/s,014°,1008mb,0.4m,0.2m,0.4m,015°,320°,005sec,002sec,0.10m/s,176°
INC.463702145 (9469.014),16.05.2019 01:28 Z,"31° 23' 50.40"" N","032° 18' 38.40"" E",106°,000.2 kn.,000.1 kn.,003.0m/s,016°,1008mb,0.4m,0.2m,0.4m,015°,325°,005sec,002sec,0.10m/s,176°
AIS.636013410.S-34,16.05.2019 01:10 Z,"31° 23' 48.87"" N","032° 18' 37.79"" E",241°,000.0 kn.,000.0 kn.,003.0m/s,016°,1008mb,0.4m,0.2m,0.4m,020°,325°,005sec,002sec,0.10m/s,176°
AIS.636013410.S-34,16.05.2019 00:19 Z,"31° 23' 49.95"" N","032° 18' 36.86"" E",210°,000.0 kn.,000.1 kn.,003.0m/s,018°,1008mb,0.4m,0.2m,0.4m,020°,325°,005sec,002sec,0.10m/s,176°
AIS.636013410.S-34,15.05.2019 23:31 Z,"31° 23' 52.98"" N","032° 18' 34.48"" E",185°,000.0 kn.,000.0 kn.,003.0m/s,010°,1008mb,0.4m,0.2m,0.4m,005°,310°,005sec,002sec,0.10m/s,176°
AIS.636013410.S-34,15.05.2019 22:40 Z,"31° 23' 54.34"" N","032° 18' 33.29"" E",187°,000.0 kn.,000.0 kn.,003.0m/s,012°,1008mb,0.4m,0.2m,0.4m,010°,310°,005sec,002sec,0.10m/s,176°
AIS.636013410.S-34,15.05.2019 21:49 Z,"31° 23' 54.60"" N","032° 18' 33.51"" E",250°,000.0 kn.,000.1 kn.,003.0m/s,014°,1008mb,0.4m,0.2m,0.4m,010°,310°,005sec,002sec,0.10m/s,176°
AIS.636013410.S-34,15.05.2019 21:01 Z,"31° 23' 56.93"" N","032° 18' 32.72"" E",071°,000.1 kn.,002.5 kn.,004.0m/s,014°,1008mb,0.4m,0.2m,0.4m,015°,310°,005sec,002sec,0.10m/s,176°
AIS.636013410.S-34,15.05.2019 20:13 Z,"31° 25' 35.43"" N","032° 17' 03.73"" E",152°,003.4 kn.,007.1 kn.,004.0m/s,016°,1008mb,0.4m,0.2m,0.4m,010°,310°,005sec,002sec,0.10m/s,176°
INC.463702145 (9469.014),15.05.2019 19:28 Z,"31° 30' 09.60"" N","032° 13' 50.40"" E",146°,010.4 kn.,010.3 kn.,004.0m/s,016°,1008mb,0.4m,0.2m,0.4m,010°,305°,005sec,002sec,0.10m/s,176°
AIS.636013410.S-34,15.05.2019 19:23 Z,"31° 30' 47.98"" N","032° 13' 22.08"" E",149°,009.6 kn.,010.3 kn.,004.0m/s,016°,1008mb,0.4m,0.2m,0.4m,010°,305°,005sec,002sec,0.10m/s,176°
AIS.636013410.S-34,15.05.2019 18:31 Z,"31° 37' 06.77"" N","032° 06' 00.28"" E",134°,009.6 kn.,009.7 kn.,004.0m/s,016°,1008mb,0.5m,0.2m,0.4m,015°,305°,005sec,002sec,0.10m/s,176°
AIS.636013410.S-34,15.05.2019 17:43 Z,"31° 40' 58.87"" N","031° 58' 06.56"" E",146°,009.3 kn.,010.3 kn.,003.0m/s,024°,1008mb,0.4m,0.2m,0.4m,020°,315°,006sec,002sec,0.10m/s,176°
AIS.636013410.S-34,15.05.2019 16:52 Z,"31° 48' 04.50"" N","031° 52' 09.44"" E",134°,009.7 kn.,010.1 kn.,003.0m/s,022°,1008mb,0.4m,0.2m,0.4m,015°,315°,006sec,002sec,0.10m/s,188°
AIS.636013410.S-34,15.05.2019 16:03 Z,"31° 53' 35.37"" N","031° 44' 49.88"" E",137°,009.6 kn.,010.1 kn.,003.0m/s,020°,1008mb,0.4m,0.2m,0.4m,015°,310°,006sec,002sec,0.10m/s,200°
AIS.636013410.S-34,15.05.2019 15:13 Z,"31° 58' 59.84"" N","031° 37' 24.60"" E",127°,009.3 kn.,010.1 kn.,003.0m/s,020°,1008mb,0.4m,0.2m,0.4m,020°,310°,007sec,002sec,0.10m/s,200°
AIS.636013410.S-34,15.05.2019 14:21 Z,"32° 04' 55.01"" N","031° 29' 39.12"" E",134°,009.8 kn.,010.2 kn.,003.0m/s,016°,1009mb,0.4m,0.2m,0.4m,015°,305°,007sec,002sec,0.10m/s,200°
AIS.636013410.S-34,15.05.2019 13:31 Z,"32° 10' 17.29"" N","031° 21' 55.80"" E",130°,010.3 kn.,007.5 kn.,003.0m/s,014°,1009mb,0.4m,0.2m,0.4m,010°,305°,008sec,002sec,0.10m/s,196°
INC.463702145 (9469.014),15.05.2019 13:26 Z,"32° 10' 45.60"" N","031° 21' 19.20"" E",132°,010.2 kn.,010.6 kn.,003.0m/s,014°,1009mb,0.4m,0.2m,0.4m,010°,305°,008sec,002sec,0.10m/s,191°
AIS.636013410.S-34,15.05.2019 12:41 Z,"32° 15' 50.57"" N","031° 14' 15.54"" E",127°,010.0 kn.,010.2 kn.,003.0m/s,012°,1009mb,0.4m,0.2m,0.4m,010°,300°,008sec,002sec,0.10m/s,154°
AIS.636013410.S-34,15.05.2019 11:51 Z,"32° 21' 35.67"" N","031° 06' 42.04"" E",129°,010.3 kn.,010.2 kn.,004.0m/s,030°,1010mb,0.5m,0.2m,0.5m,035°,310°,007sec,002sec,0.10m/s,154°
AIS.636013410.S-34,15.05.2019 11:01 Z,"32° 26' 54.38"" N","030° 58' 55.12"" E",098°,010.0 kn.,010.3 kn.,003.0m/s,036°,1010mb,0.6m,0.2m,0.5m,045°,310°,007sec,002sec,0.10m/s,154°
AIS.636013410.S-34,15.05.2019 10:11 Z,"32° 28' 02.89"" N","030° 48' 57.16"" E",098°,010.5 kn.,010.6 kn.,003.0m/s,042°,1010mb,0.6m,0.2m,0.5m,050°,310°,008sec,002sec,0.10m/s,154°
AIS.636013410.S-34,15.05.2019 09:20 Z,"32° 29' 22.45"" N","030° 38' 29.79"" E",100°,010.6 kn.,010.7 kn.,003.0m/s,050°,1010mb,0.6m,0.2m,0.5m,055°,310°,008sec,002sec,0.10m/s,154°
AIS.636013410.S-34,15.05.2019 08:31 Z,"32° 30' 37.08"" N","030° 28' 08.22"" E",098°,010.7 kn.,010.7 kn.,003.0m/s,058°,1010mb,0.6m,0.3m,0.6m,065°,310°,008sec,002sec,0.10m/s,154°
AIS.636013410.S-34,15.05.2019 07:41 Z,"32° 31' 50.69"" N","030° 17' 46.93"" E",098°,010.6 kn.,009.3 kn.,003.0m/s,068°,1010mb,0.6m,0.2m,0.6m,070°,310°,008sec,002sec,0.10m/s,154°
INC.463702145 (9469.014),15.05.2019 07:26 Z,"32° 32' 12.00"" N","030° 14' 52.80"" E",098°,010.8 kn.,011.8 kn.,003.0m/s,070°,1010mb,0.6m,0.2m,0.6m,075°,310°,008sec,002sec,0.10m/s,153°
AIS.636013410.S-34,15.05.2019 06:50 Z,"32° 33' 11.12"" N","030° 06' 42.73"" E",098°,011.8 kn.,012.8 kn.,002.0m/s,076°,1010mb,0.6m,0.2m,0.6m,075°,310°,008sec,002sec,0.10m/s,132°
AIS.636013410.S-34,15.05.2019 06:01 Z,"32° 35' 01.39"" N","029° 54' 31.78"" E",101°,013.3 kn.,012.4 kn.,003.0m/s,034°,1010mb,0.5m,0.2m,0.5m,030°,325°,008sec,002sec,0.10m/s,132°
INC.463702145 (9469.014),15.05.2019 01:26 Z,"32° 43' 26.40"" N","028° 47' 48.00"" E",095°,012.4 kn.,012.3 kn.,003.0m/s,080°,1010mb,0.6m,0.3m,0.5m,080°,335°,007sec,002sec,0.10m/s,132°
AIS.636013410.S-34,14.05.2019 23:51 Z,"32° 45' 55.29"" N","028° 24' 59.18"" E",101°,011.0 kn.,011.9 kn.,003.0m/s,092°,1011mb,0.6m,0.3m,0.5m,090°,340°,007sec,003sec,0.10m/s,120°
AIS.636013410.S-34,14.05.2019 23:21 Z,"32° 46' 45.94"" N","028° 17' 59.85"" E",098°,011.3 kn.,011.7 kn.,003.0m/s,092°,1011mb,0.6m,0.3m,0.5m,095°,335°,007sec,003sec,0.10m/s,120°
AIS.636013410.S-34,14.05.2019 22:31 Z,"32° 48' 09.10"" N","028° 06' 35.64"" E",096°,011.6 kn.,011.7 kn.,003.0m/s,094°,1011mb,0.6m,0.3m,0.5m,095°,335°,007sec,003sec,0.10m/s,120°
AIS.636013410.S-34,14.05.2019 21:41 Z,"32° 49' 37.27"" N","027° 55' 13.00"" E",100°,011.2 kn.,011.7 kn.,003.0m/s,094°,1011mb,0.6m,0.3m,0.5m,095°,335°,007sec,003sec,0.10m/s,120°
AIS.636013410.S-34,14.05.2019 20:50 Z,"32° 51' 05.90"" N","027° 43' 27.91"" E",098°,011.6 kn.,011.7 kn.,004.0m/s,094°,1011mb,0.6m,0.4m,0.5m,100°,330°,007sec,003sec,0.10m/s,120°
AIS.636013410.S-34,14.05.2019 20:01 Z,"32° 52' 28.88"" N","027° 32' 19.46"" E",101°,011.7 kn.,011.6 kn.,004.0m/s,094°,1011mb,0.6m,0.4m,0.6m,100°,330°,007sec,003sec,0.10m/s,120°
INC.463702145 (9469.014),14.05.2019 19:28 Z,"32° 53' 26.40"" N","027° 24' 43.20"" E",097°,011.8 kn.,012.1 kn.,004.0m/s,092°,1011mb,0.6m,0.3m,0.6m,100°,325°,007sec,003sec,0.10m/s,120°
AIS.636013410.S-34,14.05.2019 17:25 Z,"32° 57' 00.57"" N","026° 55' 41.62"" E",095°,012.1 kn.,012.2 kn.,004.0m/s,118°,1011mb,0.6m,0.3m,0.5m,120°,015°,006sec,003sec,0.10m/s,120°
AIS.636013410.S-34,14.05.2019 16:34 Z,"32° 58' 28.70"" N","026° 43' 42.09"" E",102°,011.7 kn.,012.5 kn.,004.0m/s,116°,1011mb,0.6m,0.3m,0.5m,120°,005°,006sec,003sec,0.10m/s,120°
AIS.636013410.S-34,14.05.2019 15:50 Z,"33° 00' 01.33"" N","026° 33' 02.08"" E",099°,012.5 kn.,012.6 kn.,004.0m/s,116°,1011mb,0.6m,0.3m,0.6m,120°,005°,006sec,002sec,0.10m/s,120°
AIS.636013410.S-34,14.05.2019 15:01 Z,"33° 01' 24.16"" N","026° 20' 42.18"" E",096°,012.7 kn.,012.5 kn.,003.0m/s,114°,1011mb,0.6m,0.2m,0.6m,115°,000°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-19,14.05.2019 14:24 Z,"33° 02' 13.44"" N","026° 11' 38.69"" E",096°,012.2 kn.,012.3 kn.,003.0m/s,114°,1011mb,0.6m,0.2m,0.5m,115°,355°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-19,14.05.2019 14:17 Z,"33° 02' 23.01"" N","026° 10' 02.17"" E",098°,012.3 kn.,012.3 kn.,003.0m/s,112°,1011mb,0.6m,0.2m,0.5m,115°,355°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-19,14.05.2019 14:14 Z,"33° 02' 28.28"" N","026° 09' 13.96"" E",098°,012.2 kn.,012.3 kn.,003.0m/s,112°,1011mb,0.6m,0.2m,0.5m,115°,355°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-34,14.05.2019 14:11 Z,"33° 02' 32.96"" N","026° 08' 32.63"" E",098°,011.7 kn.,012.1 kn.,003.0m/s,112°,1011mb,0.6m,0.2m,0.5m,115°,355°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-19,14.05.2019 14:09 Z,"33° 02' 35.46"" N","026° 08' 06.54"" E",097°,012.1 kn.,012.2 kn.,003.0m/s,112°,1011mb,0.6m,0.2m,0.5m,115°,355°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-19,14.05.2019 14:04 Z,"33° 02' 44.58"" N","026° 06' 49.85"" E",098°,012.1 kn.,012.1 kn.,003.0m/s,112°,1011mb,0.6m,0.2m,0.5m,115°,355°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-19,14.05.2019 13:59 Z,"33° 02' 53.38"" N","026° 05' 38.39"" E",098°,011.8 kn.,012.2 kn.,003.0m/s,110°,1011mb,0.5m,0.2m,0.5m,115°,355°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-19,14.05.2019 13:54 Z,"33° 03' 02.56"" N","026° 04' 26.72"" E",098°,012.1 kn.,012.1 kn.,003.0m/s,110°,1011mb,0.5m,0.2m,0.5m,115°,355°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-19,14.05.2019 13:49 Z,"33° 03' 11.49"" N","026° 03' 15.39"" E",098°,012.0 kn.,012.1 kn.,003.0m/s,110°,1011mb,0.5m,0.2m,0.5m,115°,355°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-19,14.05.2019 13:44 Z,"33° 03' 21.15"" N","026° 01' 59.82"" E",099°,012.0 kn.,012.1 kn.,003.0m/s,110°,1011mb,0.5m,0.2m,0.5m,115°,350°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-19,14.05.2019 13:38 Z,"33° 03' 32.29"" N","026° 00' 39.36"" E",099°,012.0 kn.,012.1 kn.,003.0m/s,110°,1011mb,0.5m,0.2m,0.5m,115°,350°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-19,14.05.2019 13:34 Z,"33° 03' 40.36"" N","025° 59' 37.83"" E",100°,012.1 kn.,012.1 kn.,003.0m/s,110°,1011mb,0.5m,0.2m,0.5m,115°,350°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-19,14.05.2019 13:29 Z,"33° 03' 50.32"" N","025° 58' 26.66"" E",098°,012.0 kn.,011.0 kn.,003.0m/s,110°,1011mb,0.5m,0.2m,0.5m,115°,350°,006sec,002sec,0.10m/s,112°
INC.463702145 (9469.014),14.05.2019 13:28 Z,"33° 03' 52.80"" N","025° 58' 09.60"" E",098°,012.0 kn.,012.4 kn.,003.0m/s,110°,1011mb,0.5m,0.2m,0.5m,115°,350°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-19,14.05.2019 13:24 Z,"33° 03' 59.54"" N","025° 57' 11.14"" E",098°,012.0 kn.,011.9 kn.,003.0m/s,110°,1011mb,0.5m,0.2m,0.5m,115°,350°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-34,14.05.2019 13:21 Z,"33° 04' 04.47"" N","025° 56' 33.43"" E",099°,011.9 kn.,012.0 kn.,003.0m/s,110°,1011mb,0.5m,0.2m,0.5m,115°,350°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-19,14.05.2019 13:18 Z,"33° 04' 09.12"" N","025° 56' 00.55"" E",100°,012.0 kn.,012.1 kn.,003.0m/s,110°,1011mb,0.5m,0.2m,0.5m,115°,350°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-19,14.05.2019 13:13 Z,"33° 04' 20.44"" N","025° 54' 44.59"" E",099°,012.0 kn.,012.1 kn.,003.0m/s,110°,1011mb,0.5m,0.2m,0.5m,115°,345°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-19,14.05.2019 13:08 Z,"33° 04' 29.87"" N","025° 53' 38.58"" E",101°,012.0 kn.,012.1 kn.,003.0m/s,110°,1011mb,0.5m,0.2m,0.5m,115°,345°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-19,14.05.2019 13:02 Z,"33° 04' 43.03"" N","025° 52' 04.14"" E",098°,012.0 kn.,011.9 kn.,003.0m/s,108°,1011mb,0.5m,0.2m,0.5m,115°,345°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-19,14.05.2019 12:56 Z,"33° 04' 52.39"" N","025° 50' 49.15"" E",099°,011.9 kn.,012.0 kn.,003.0m/s,108°,1011mb,0.6m,0.2m,0.5m,115°,345°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-19,14.05.2019 12:51 Z,"33° 05' 01.59"" N","025° 49' 34.10"" E",098°,012.0 kn.,012.2 kn.,003.0m/s,108°,1011mb,0.6m,0.2m,0.5m,115°,345°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-34,14.05.2019 12:29 Z,"33° 05' 39.01"" N","025° 44' 20.32"" E",098°,012.3 kn.,012.5 kn.,003.0m/s,108°,1011mb,0.6m,0.2m,0.5m,105°,340°,006sec,002sec,0.10m/s,112°
AIS.636013410.S-34,14.05.2019 11:41 Z,"33° 07' 02.74"" N","025° 32' 32.02"" E",097°,012.5 kn.,012.7 kn.,003.0m/s,112°,1011mb,0.6m,0.3m,0.6m,110°,045°,006sec,003sec,0.10m/s,122°
AIS.636013410.S-34,14.05.2019 10:51 Z,"33° 08' 35.52"" N","025° 19' 58.90"" E",099°,012.7 kn.,012.8 kn.,003.0m/s,118°,1011mb,0.6m,0.3m,0.6m,115°,065°,006sec,003sec,0.10m/s,122°
AIS.636013410.S-19,14.05.2019 10:46 Z,"33° 08' 45.56"" N","025° 18' 46.71"" E",099°,012.7 kn.,012.8 kn.,003.0m/s,118°,1011mb,0.6m,0.3m,0.6m,115°,065°,006sec,003sec,0.10m/s,122°
AIS.636013410.S-19,14.05.2019 10:33 Z,"33° 09' 11.94"" N","025° 15' 40.73"" E",099°,012.8 kn.,012.9 kn.,003.0m/s,120°,1011mb,0.6m,0.3m,0.6m,115°,070°,006sec,003sec,0.10m/s,122°
AIS.636013410.S-19,14.05.2019 10:31 Z,"33° 09' 17.32"" N","025° 15' 00.73"" E",099°,012.8 kn.,012.8 kn.,003.0m/s,120°,1011mb,0.6m,0.3m,0.6m,115°,070°,006sec,003sec,0.10m/s,122°
AIS.636013410.S-19,14.05.2019 10:23 Z,"33° 09' 32.85"" N","025° 13' 04.78"" E",100°,012.9 kn.,012.9 kn.,003.0m/s,120°,1011mb,0.6m,0.2m,0.6m,115°,080°,006sec,003sec,0.10m/s,122°
AIS.636013410.S-19,14.05.2019 10:21 Z,"33° 09' 38.08"" N","025° 12' 29.47"" E",100°,012.9 kn.,012.9 kn.,003.0m/s,122°,1011mb,0.6m,0.2m,0.6m,115°,080°,006sec,003sec,0.10m/s,122°
AIS.636013410.S-19,14.05.2019 10:16 Z,"33° 09' 48.65"" N","025° 11' 13.74"" E",099°,012.8 kn.,012.8 kn.,003.0m/s,122°,1011mb,0.6m,0.2m,0.6m,120°,080°,006sec,003sec,0.10m/s,122°
AIS.636013410.S-19,14.05.2019 10:11 Z,"33° 09' 58.94"" N","025° 09' 58.75"" E",100°,012.7 kn.,012.8 kn.,003.0m/s,122°,1011mb,0.6m,0.2m,0.6m,120°,080°,006sec,003sec,0.10m/s,122°
AIS.636013410.S-19,14.05.2019 10:06 Z,"33° 10' 08.86"" N","025° 08' 48.28"" E",098°,012.7 kn.,012.8 kn.,003.0m/s,122°,1011mb,0.6m,0.2m,0.6m,120°,080°,006sec,003sec,0.10m/s,122°
AIS.636013410.S-34,14.05.2019 10:00 Z,"33° 10' 20.74"" N","025° 07' 20.42"" E",100°,012.9 kn.,013.1 kn.,003.0m/s,122°,1011mb,0.6m,0.2m,0.6m,120°,085°,006sec,003sec,0.10m/s,122°
AIS.636013410.S-19,14.05.2019 09:39 Z,"33° 11' 06.14"" N","025° 01' 58.97"" E",099°,013.2 kn.,013.4 kn.,003.0m/s,124°,1011mb,0.6m,0.2m,0.6m,120°,090°,006sec,003sec,0.10m/s,122°
AIS.636013410.S-34,14.05.2019 09:03 Z,"33° 12' 11.98"" N","024° 52' 23.55"" E",097°,013.5 kn.,013.6 kn.,004.0m/s,126°,1011mb,0.7m,0.2m,0.7m,125°,095°,006sec,003sec,0.10m/s,122°
AIS.636013410.S-34,14.05.2019 08:21 Z,"33° 13' 35.75"" N","024° 41' 13.84"" E",099°,013.8 kn.,013.9 kn.,003.0m/s,128°,1011mb,0.7m,0.2m,0.6m,125°,100°,006sec,003sec,0.10m/s,122°
AIS.636013410.S-19,14.05.2019 08:07 Z,"33° 14' 10.18"" N","024° 37' 22.87"" E",100°,013.9 kn.,013.9 kn.,003.0m/s,128°,1011mb,0.7m,0.2m,0.6m,125°,105°,006sec,003sec,0.10m/s,122°
AIS.636013410.S-19,14.05.2019 08:02 Z,"33° 14' 22.11"" N","024° 35' 56.17"" E",098°,013.8 kn.,013.7 kn.,003.0m/s,128°,1011mb,0.7m,0.2m,0.6m,125°,105°,006sec,003sec,0.10m/s,122°
AIS.636013410.S-19,14.05.2019 07:54 Z,"33° 14' 35.23"" N","024° 33' 56.75"" E",096°,013.7 kn.,013.8 kn.,003.0m/s,128°,1011mb,0.7m,0.2m,0.6m,125°,105°,006sec,003sec,0.10m/s,122°
AIS.636013410.S-19,14.05.2019 07:40 Z,"33° 15' 00.25"" N","024° 30' 02.44"" E",097°,013.9 kn.,013.9 kn.,002.0m/s,126°,1011mb,0.7m,0.2m,0.6m,125°,105°,006sec,003sec,0.10m/s,122°
AIS.636013410.S-34,14.05.2019 07:31 Z,"33° 15' 15.55"" N","024° 27' 34.41"" E",096°,013.9 kn.,009.1 kn.,002.0m/s,124°,1011mb,0.7m,0.2m,0.7m,125°,105°,006sec,003sec,0.10m/s,122°
