STARTING PORT,DESTINATION PORT,COUNT
SINES , NEW HAVEN,1
IMMINGHAM , PHILADELPHIA,1
PHILADELPHIA , AT SEA,1
AT SEA , BAYTOWN,1
HOUSTON , BAYTOWN,1
AT SEA , TARRAGONA,1
TARRAGONA , ALGIERS,1
ALEXANDRIA , KALI LIMENES,1
ALIAGA , ALEXANDRIA,1
KALI LIMENES , Dardanelles ,1
Dardanelles , N bound ,1
BOURGAS , Bosporus ,1
GENOA , SARROCH,1
Bosporus , S bound ,1
DARDANALLES , Dardanelles ,1
Port Said , Canal Entrance ,1
Suez Bay , Port Said ,1
Yanbu , Petromin Refinery Term ,1
SUEZ , KALI LIMENES,1
MATANZAS (CUBA) , HAVANA,1
HAVANA , HOUSTON,1
HOUSTON , CRISTOBAL,1
BALBOA , YOSU,1
YOSU , SINGAPORE,1
Mumbai , KOCHI,1
BUENOS AIRES , AMSTERDAM,1
Ambes , IMMINGHAM,1
HOUSTON , Tuxpan,1
Rotterdam. , ROTTERDAM,1
Suez Canal , Suez Exit ,1
Tuxpan , HOUSTON,1
HOUSTON , BEAUMONT,1
Progreso , Houston,1
Moving to Houston Berth , Houston Loading Port,1
TUXPAN , PASCAGOULA,1
CRISTOBAL , MAMONAL,1
MAMONAL , SAVANNAH,1
SAVANNAH , NEW YORK,1
NEW YORK , SAINT JOHN,1
GOTHENBURG , HUELVA,1
LAGOS , ROTTERDAM,1
GOTHENBURG , SKAW,1
CARTAGENA (SPA) , Ambes,1
SKAW , TALLINN,1
TALLINN , Ust Luga,1
Ust Luga , DENMARK STRAIT,1
DENMARK STRAIT , ROTTERDAM,1
Antwerp , ANTWERP.,1
Antwerp , LAGOS,1
GIBRALTAR ," Cartagena, Spain",1
GIBRALTAR , LA CORUNA,1
LA CORUNA , TRAMANDAI,1
HOUSTON , LOME,1
LOME , LAGOS,1
LAGOS , CARTAGENA (SPA),1
AT SEA , FUJAIRAH,1
LAGOS , LAVERA,1
KALI LIMENES , Suez Canal ,1
DARDANELLES , ASHKELON,1
Sao Francisco do Sul ," SAO FRANCISCO, BRAZIL",1
"SAO FRANCISCO, BRAZIL ", Sao Francisco do Sul,1
DURBAN , DURBAN S.A.,1
DURBAN , MUNDRA,1
MUNDRA , HALDIA,1
"HALDIA, INDIA ", HALDIA,1
KAKINADA ," Kakinada, India",1
Chittagong ," Chittagong, Bangladesh",1
CHITTAGONG , chitagong,1
Chittagong , KAKINADA,1
KAKINADA , chittagong,1
CHITTAGONG , COLOMBO,1
Sohor , SOHAR,1
FUJAIRAH , JEBEL ALI,1
FUJAIRAH , SHARJAH,1
Kerteh Port , Tanjung Pelepas,1
PASIR GUDANG , PASING GUDANG,1
PORT KELANG , Port Klang ,1
PORT KELANG , GALLE,1
GALLE , AT SEA GOA PASSING,1
AT SEA PASSING GOA , SUEZ,1
SUEZ , MERSIN,1
MERSIN , DARDANELLES,1
DARDANELLES , IZMIT,1
IZMIT , TEKIRDAG,1
RIO DE JANIRO , RIO DE JANEIRO,1
SAO SEBASTIAO , RIO DE JANEIRO,1
JUBAIL , FUJAIRAH,1
TARRAGONA , BARCELONA,1
PORT KELANG , LUBUK GUANG,1
LUBUK GUANG , SINGAPORE,1
SINGAPORE , SUEZ,1
SUEZ , Rotterdam,1
ROTTERDAM , Hamburg,1
Hamburg , AMSTERDAM,1
AMSTERDAM , COTONOU,1
COTONOU , LAVERA,1
LAVERA , SUEZ,1
PORT ARTHUR (USA) , ALGECIRAS,1
ALGECIRAS , BARCELONA,1
SARROCH ," SARROCH,ITALY",1
SINGAPORE , Fujairah,1
"Sarroch,Italy ", SARROCH,1
SARROCH , ALGECIRAS,1
ALGECIRAS , PAJARITOS,1
BAYTOWN , Algeciras,1
"La Skhirra,Tunisia "," La Skhirra, Tunisia",1
LA SKHIRRA , SUEZ,1
Suez Canal , Suez Exit ,1
SUEZ , Singapore,1
DONGGUAN ," Dongguan, China",1
"Dongguan, China ", DONGGUAN,1
ULSAN , SAKAI,1
DARDANELLES , GELIBULO,1
ASHKELON , CHIOS,1
LAVERA , KALI LIMENES,1
CHIOS , DARDANELLES,1
BASRAH , FUJAIRAH,1
RAS TANURA , JEBEL ALI,1
FUJAIRAH , SITRA,1
KHOR AL JUBAIR , Ras Laffan,1
Ras Laffan , FUJAIRAH,1
ALGECIRAS , HAMBLE,1
HAMBLE , ANTWERP,1
ANTWERP , Lome,1
Lome ," TEMA, GHANA",1
"TEMA, GHANA ", Lome,1
ARZEW , PIRAEUS,1
DARDANELLES , OFF BOZCADA,1
DARDANELLES , YALOVA,1
Tutuncifilik , BOSPHOROUS,1
ISTANBUL , BOSPHOROUS,1
DARDANELLES , GELIBULO SOUTHBOUND,1
DARDANELLES , ALEXANDRIA,1
ALEXANDRIA , AT SEA,1
Kali Limenes , GIBRALTAR,1
AT SEA , LAGOS,1
Dumai , PORT KELANG,1
KALI LIMENES , BEIRUT,1
AT SEA , ASHKELON,1
KALI LIMENES , LOME,1
LOME , ABIDJAN,1
BASRAH , KHOR AL ZUBAIR,1
Jebel Ali , FUJAIRAH,1
Kandla , FUJAIRAH,1
DARDANELLES , LIMASSOL,1
CHIOS , ALEXANDRIA,1
ALEXANDRIA , ELEUSIS,1
ELEUSIS , ALEXANDRIA,1
ALEXANDRIA , DARDANELLES,1
ISTANBUL , TUTUNCIFILIK,1
TUTUNCIFILIK , DARDANELLES,1
"Augusta, (Sicily), Italy ", AUGUSTA,1
DARDANELLES , BOZCAADA,1
DARDANELLES , CHIOS,1
CHIOS , LIMASSOL,1
LIMASSOL , DARDANELLES,1
ALGECIRAS , SALVADOR (BAHIA),1
Mundra , Kandla,1
Point Lisas , Amuay Bay,1
Port Everglades , Pascagoula,1
Pascagoula , Port Everglades,1
Amsterdam , THAMESHAVEN,1
THAMESHAVEN , Rotterdam,1
Rotterdam , Campana,1
ARGETINA , Buenos Aires,1
"San Lorenzo, Argentina "," SAN LORENZO,ARGENTINA",1
"SAN LORENZO,ARGENTINA "," San Lorenzo, Argentina",1
Paranagua , Cape Town,1
INDIAN HARBOUR , Mundra,1
KAOHSIUNG , HONG KONG,1
