TELEGRAM_DATE;TELEGRAM_TYPE;BALAST_FLAG;LATITUDE_DEGREES;LATITUDE_SECONDS;LONGITUDE_DEGREES;LONGITUDE_SECONDS;VESSEL_COURSE;DRAFT;ENGINE_RPM;WIND_DIRECTION;WIND_FORCE;AVERAGE_SPEED;HOURS_SLC;MINUTES_SLC;ME_CONS_24H;TRIM
2019-09-16 12:00:00;N;L;39;17;18;26;225;12.1;109.8;135;5;12.83;24;0;29.3;0
2019-09-17 12:00:00;N;L;37;24;22;1;225;12.1;109.7;135;5;11.28;25;0;30.2;0
2019-09-18 12:00:00;N;L;34;35;26;24;225;12.1;109.4;45;4;11.92;24;0;30;0
2019-09-19 12:00:00;N;L;31;12;31;54;225;12.1;96.3;135;6;10.75;24;0;26;0
2019-09-20 12:00:00;N;L;28;37;33;31;225;12.1;95.0;135;6;11.17;24;0;25;0
2019-09-21 12:00:00;N;L;24;35;34;16;247;12.1;95.0;135;6;9.38;24;0;25;0
2019-09-22 12:00:00;N;L;20;6;35;22;225;12.1;95.0;225;6;8.21;24;0;25;0
2019-09-23 05:30:00;A;L;18;58;33;17;45;12.1;95.0;225;6;9.2;17;30;18.22;0
2019-10-02 12:00:00;N;B;18;36;33;0;315;7.2;105.0;180;3;12.5;2;24;2.46;1.6
2019-10-03 12:00:00;N;B;14;55;29;13;315;7.2;104.6;225;4;12.46;24;0;25.8;1.6
2019-10-04 12:00:00;N;B;10;4;26;45;315;7.2;104.7;225;4;12.5;24;0;25.8;1.6
2019-10-05 12:00:00;N;B;7;13;22;25;315;7.2;104.6;225;4;12.33;24;0;25.8;1.6
2019-10-06 12:00:00;N;B;4;21;18;6;315;7.2;104.5;135;4;12.42;24;0;25.8;1.6
2019-10-07 12:00:00;N;B;0;34;14;57;315;7.2;104.6;135;4;12.08;24;0;25.8;1.6
2019-10-08 12:00:00;N;B;2;42;10;12;315;7.2;104.1;202;5;12.38;24;0;25.8;1.6
2019-10-09 12:00:00;N;B;5;52;6;16;315;7.2;105.2;135;4;12.29;24;0;25.8;1.6
2019-10-10 12:00:00;N;B;8;2;3;20;315;7.2;105.2;135;4;12.29;24;0;25.8;1.6
2019-10-11 12:00:00;N;B;10;52;0;59;315;7.2;105.2;135;3;11.75;24;0;26;1.6
2019-10-12 12:00:00;N;B;13;32;4;34;315;7.2;105.2;315;4;11.13;24;0;26.2;1.6
2019-10-13 12:00:00;N;B;16;31;8;2;315;7.2;105.2;315;4;11.75;24;0;26.3;1.6
2019-10-14 12:00:00;N;B;18;35;12;22;0;7.2;105.2;315;4;12.0;24;0;27;1.6
2019-10-15 12:00:00;N;B;18;33;17;27;0;7.2;105.2;0;4;12.42;24;0;27;1.6
2019-10-16 12:00:00;N;B;17;6;22;54;22;7.2;105.2;45;6;11.88;24;0;30;1.6
2019-10-17 12:00:00;N;B;15;47;25;29;45;7.2;105.2;45;7;11.33;24;0;30;1.6
2019-10-18 12:00:00;N;B;12;32;29;19;45;7.2;105.2;22;7;11.46;24;0;30;1.6
2019-10-19 12:00:00;N;B;9;6;33;22;45;7.2;105.2;0;4;11.0;24;0;30;1.6
2019-10-20 12:00:00;N;B;4;1;36;52;90;7.2;104.7;67;3;11.08;24;0;30;1.6
2019-10-21 12:00:00;N;B;1;0;37;16;67;7.2;105.2;67;4;13.0;24;0;29;1.6
2019-10-22 12:00:00;N;B;7;27;37;1;90;7.2;105.1;112;7;12.17;24;0;30;1.6
2019-10-23 12:00:00;N;B;12;59;36;33;135;7.2;105.2;135;6;11.58;24;0;29;1.6
2019-10-24 12:00:00;N;B;18;21;36;23;90;7.2;105.2;90;3;12.0;24;0;25.34;1.6
2019-10-25 12:00:00;N;B;23;1;37;39;22;7.2;104.6;45;4;12.22;23;0;28.3;1.6
2019-10-25 16:12:00;A;B;23;52;37;32;0;7.2;105.5;225;3;12.14;4;12;4.95;1.6
