STARTING PORT,DESTINATION PORT,COUNT
DRIFTNG SOUTH ISTANBUL , BOSPHOROUS,1
ISKENDERUN , AT SEA,1
NOVOROSSIYSK , CONSTANTA,1
MILAZZO , PORTO MARGHERA,1
RAVENNA , MILAZZO,1
MILAZZO , RAVENNA,1
AT SEA , MILAZZO,1
ARZEW , ALIAGA,1
LAS PALMAS , TENERIFE,1
LAVERA , ARZEW,1
ARZEW , DARDANELLES,1
AT SEA , TUAPSE,1
SKIKDA , LIVORNO,1
PERAMA , DARDANELLES,1
AT SEA , VENICE,1
AT SEA , CARTAGENA (SPA),1
ALGIERS , AT SEA,1
VENICE , DARDANELLES,1
ALIAGA , VENICE,1
LIVORNO , ASHKELON,1
DARDANELLES , SKIKDA,1
AT SEA , NOVOROSSIYSK,1
"BOOZCAADA,ANCHORAGE ", DARDANELLES,1
ASHKELON , DARDANELLES,1
ISKENDERUN , THESSALONIKI,1
HAIFA , ISKENDERUN,1
AT SEA , HAIFA,1
GIBRALTAR , ANTWERP,1
Dardanelles , S bound ,1
CONSTANTA , BOSPHOROUS,1
Algeciras , LAS PALMAS,1
DARDANELLES ," BOZCADA,TURKEY",1
AMSTERDAM , GENOA,1
RIJEKA , MALTA,1
ZADAR , RIJEKA,1
KOPER , ZADAR,1
ASPROPYRGOS , KOPER,1
AUGUSTA , ASPROPYRGOS,1
KOPER , AUGUSTA,1
OMISALJ , KOPER,1
DARDANELLES , OMISALJ,1
BOSPHOROUS , BOURGAS,1
CEYHAN , DARDANELLES,1
ZAHRANI , CEYHAN,1
PIRAEUS , ZAHRANI,1
LAVERA , PIRAEUS,1
GIBRALTAR , LAVERA,1
LAS PALMAS , GIBRALTAR,1
PALMA , LAS PALMAS,1
SARROCH , PALMA,1
MALTA , GIBRALTAR,1
GENOA , SARROCH,1
BENGHAZI , Off Libya Drifting,1
SARROCH , MALTA,1
Drifting Off Marmara , BOSPHOROUS,1
DARDANELLES , KANAKKALE ANCHORAGE,1
BEIRUT , DARDANELLES,1
AUGUSTA , BEIRUT,1
ZARZIS , AUGUSTA,1
Bizerte , ZARZIS,1
AUGUSTA , Bizerte,1
ALGECIRAS , sicily,1
LAS PALMAS , ALGECIRAS,1
BUENOS AIRES , LAS PALMAS,1
ZONA BRAVO , BUENOS AIRES,1
ROTTERDAM , ZONA BRAVO,1
AMSTERDAM , ROTTERDAM,1
Rijeka , GIBRALTAR,1
Priolo , Rijeka,1
ALEXANDRIA (EGYPT) , Priolo,1
MALTA , ALEXANDRIA (EGYPT),1
TERNEUZEN , SARROCH,1
DARDANELLES , TERNEUZEN,1
TUZLA , BOSPHOROUS,1
RAS LANUF , PIRAEUS,1
LAVERA , DARDANELLES,1
Dardanelles , S bound ,1
Aliaga , Dardanelles ,1
Dardanelles , S bound ,1
Porto Marghera , Dardanelles ,1
Brindisi , Porto Marghera,1
Zawia , Brindisi,1
"Barcelona, Spain ", Zawia,1
MALTA (GRAND HARBOUR) ," Barcelona, Spain",1
"Cartagena, Spain ", MALTA (GRAND HARBOUR),1
MALTA (GRAND HARBOUR) ," Cartagena, Spain",1
Leixoes , MALTA (GRAND HARBOUR),1
Dardanelles , S bound ,1
DARDANELLES , Bosporus ,1
ZAHRANI , DARDANELLES,1
TRIPOLI , ZAHRANI,1
MALTA , TRIPOLI,1
Bosporus , Tuapse,1
Tuapse , Bosporus,1
Antwerp , SOUTHWOLD,1
DARDANELLES , LIMASSOL,1
TARRAGONA , RAS LANUF,1
Zawia , TARRAGONA,1
BARCELONA , Zawia,1
FOS , BARCELONA,1
DARDANELLES , FOS,1
DARDANELLES , TRIPOLI,1
LIMASSOL , DARDANELLES,1
ALIAGA , DARDANELLES,1
SOUTHWOLD , MALTA,1
DARDANELLES , ALIAGA,1
Lavera , TRIPOLI,1
Antwerp , Lavera,1
Tuapse , BOSPHOROUS,1
Constantza , Tuapse,1
BOSPHOROUS , Constantza,1
MALTA , DARDANELLES,1
La Skhirra Anchorage , La Skhirra Berth,1
Drifting Off Libyan Waters , BENGHAZI,1
ALEXANDRIA ," alexandria, egyprt",1
DARDANELLES , BOZCAAD,1
Las Palmas , TEMA,1
IMMINGHAM , Tenerife,1
LOME , IMMINGHAM,1
Tenerife , LOME,1
Donges , Tenerife,1
Las Palmas , Donges,1
Tema , Las Palmas,1
Lagos , Tema,1
anch. Lagos ,  Lagos,1
Lome , LAGOS,1
Port Harcourt , Lome,1
Port Harcourt , Port Harcourt Offshore,1
AMSTERDAM , ANTWERP,1
Huelva , LOME,1
Rotterdam , GOTHENBORG,1
Rooterdam  , Rotterdam,1
Tranmere , Rotterdam,1
GIBRALTAR , PIRAEUS,1
NOVOROSSIYSK , Kavkaz,1
Off Malta Anchorage , Off Malta,1
FUJAIRAH , DUBAI,1
DARDANELLES , Vassiliko Bay,1
DARDANELLES ," marmara,turkey",1
"Istanbul,Turkey Inbound ", BOSPHOROUS,1
"Cartagena, Spain "," cartagena,spain",1
TARRAGONA , AT SEA,1
TOBRUK , TARRAGONA,1
SIRTE , TOBRUK,1
BARCELONA , SIRTE,1
SINGAPORE , MALTA,1
Lome , AT SEA,1
DONGES , LOME,1
FALMOUTH , DONGES,1
SUEZ , ALGECIRAS,1
JEBEL ALI , JUBAIL,1
SITRA , SOHAR,1
KHOR AL,ZUBAIR ,1
DUBAI , KHOR AL JUBAIR,1
ANTWERP , TRANMERE,1
Roterdam , ROTTERDAM,1
ALGECIRAS , ROTTERDAM,1
ARZEW , ALGECIRAS,1
GELIBOLU , DARDANELLES,1
DARDANELLES , Darnanelles,1
ALGECIRAS , ASHKELON,1
VENTSPILS ANCHORAGE , Ventspils Berth,1
NEW YORK , VENTSPILS,1
PHILADELPHIA , NEW YORK,1
Philadelphia , Philadelphia Anchorage,1
RAS LANUF , MALTA (GRAND HARBOUR),1
Tobruk , RAS LANUF,1
AL KHUMS , Tobruk,1
AL KHUMS  , AL KHUMS,1
MALTA (GRAND HARBOUR) , AL KHUMS,1
BENGHAZI , Benghazi Libya,1
LA SKHIRRA , MALTA (GRAND HARBOUR),1
MALTA (GRAND HARBOUR) , LA SKHIRRA,1
BENGHAZI , MALTA (GRAND HARBOUR),1
MALTA (GRAND HARBOUR) , BENGHAZI,1
TARRAGONA , CASTELLON,1
CASTELLON , TENERIFE,1
Malta (Grand Harbour) , RIJEKA,1
LAGOS , LOME,1
SKIKDA , ARZEW,1
GIBRALTAR , SKIKDA,1
DONGES , LAGOS,1
DUNKIRK , DONGES,1
MURMANSK , DUNKIRK,1
LE HAVRE , AMSTERDAM,1
LOME , LE HAVRE,1
WARRI , LAGOS,1
RIJEKA , VATIKA BAY,1
TARANTO , Malta (Grand Harbour),1
LAGOS , TENERIFE,1
LOME , DONGES,1
HUELVA , LOME,1
LIMASSOL , OFF LIMASSOL,1
OPL LIMASSOL , LIMASSOL,1
VATIKA BAY , Amchit,1
Off Dardanelles , Off Dardanelles ,1
