STARTING PORT,DESTINATION PORT,COUNT
ASHKELON , HAIFA,1
DARDANELLES , Porto Marghera,1
AUGUSTA , AT SEA,1
RHODES , THESSALONIKI,1
BEIRUT , PIRAEUS,1
AT SEA , LIMASSOL,1
LA SPEZIA , PORT SAID,1
"Venice, Italy ", AUGUSTA,1
CARTAGENA (SPA) ," Venice, Italy",1
SINES , TANGIER,1
LAS PALMAS , SINES,1
DARDANELLES , MALTA,1
DARDANELLES , Aliaga,1
Bosporo , BOSPHOROUS,1
Bourgas , BOSPHOROUS,1
Amchit , BEIRUT,1
Novorossiysk , Constantza,1
Dardanales , BOSPHOROUS,1
VENICE , Agioi Theodoroi,1
Priolo , VENICE,1
DARDANELLES , Kanakale,1
Santa Panagia , MERSIN,1
Amchit , DARDANELLES,1
"Cartagena, Spain ", CARTAGENA,1
LAVERA , DARDANELLES,1
DARDANELLES , ALGIERS,1
Bizerte , SARROCH,1
SARROCH , PIRAEUS,1
VENICE , AUGUSTA,1
Vassiliko Bay , MALTA,1
DARDANELLES , VENICE,1
VENICE , PORT SAID,1
PORT SAID , ISKENDERUN,1
TAMAN , BOSPHOROUS,1
DARDANELLES , VASSILIKO BAY,1
ALIAGA , Santa Panagia,1
GENOA , BARCELONA,1
DARDANELLES , ISTANBUL,1
"Venice, Italy ", VENICE ITALY,1
Lavera , Sarroch,1
SETE , SARROCH,1
"SARROCH, ITALY ", SARROCH,1
ARZEW ," ARSEW, ALGERIA",1
ARZEW , DARDANELLES,1
Malta (Grand Harbour) , DURRES,1
DURRES , DARDANELLES,1
B0ZCAADA , DARDANELLES,1
LA GOULETTE , Zarzis,1
Sarroch , NAPOLI,1
Vassiliko Bay , Agioi Theodoroi,1
MERSIN , PIRAEUS,1
NAPOLI , Milazzo,1
MILAZZO , Lavera,1
Milazzo , Lavera,1
CARTAGENA ," Cartagena, Spain",1
KOREA STRAIT , SANDAKAN,1
DERINCE , BOSPHOROUS,1
NOVOROSSIYSK , SAMSUN,1
PIRAEUS , SIRTE,1
ELEUSIS , PIRAEUS,1
AT SEA , THESSALONIKI,1
ODESSA , TUAPSE,1
BOURGAS , ODESSA,1
Illichevsk , BOURGAS,1
BOSPHOROUS , Illichevsk,1
LA SKHIRA , La Skhirra,1
Malta (Grand Harbour) , La Skhirra,1
"Augusta, (Sicily), Italy ", Malta (Grand Harbour),1
"Venice, Italy "," Augusta, (Sicily), Italy",1
TARANTO ," Venice, Italy",1
ZARZIS , Malta (Grand Harbour),1
Bizerte , ZARZIS,1
DARDANELLES , Bizerte,1
AT SEA , BOURGAS,1
Bosporus , N bound ,1
ZAHRANI , ELEUSIS,1
CHEKAA , ZAHRANI,1
SIRTE , AUGUSTA,1
ASHKELON , Dardanelles ,1
BOURGAS , Bosporus ,1
Malta (Grand Harbour) , GENOA,1
AT SEA , Benghazi,1
VATIKA BAY OPL , VATIKA BAY,1
VATIKA BAY , VATIKA BAY/OPL,1
Bosporus , N bound ,1
Dardanelles , N bound ,1
Zawia , Dardanelles ,1
Amsterdam , Zawia,1
Rotterdam , Amsterdam,1
Piraeus , Aliaga,1
Bosporus , S bound ,1
TUAPSE , Bosporus ,1
Bosporus , N bound ,1
ISTANBUL , Bosporus,1
Bosporus , N bound ,1
NOVOROSSIYSK , Bosporus ,1
Bosporus , N bound ,1
DORTYOL , Dardanelles ,1
Dardanelles , S bound ,1
MALTA , PORTO MARGHERA,1
MALTA , Malta/OPL,1
MALTA , DRIFTING,1
DARDANELLES , Mersin,1
Ereglisi , BOSPHOROUS,1
Aliaga , DARDANELLES,1
BHOSPHOROUS , BOSPHOROUS,1
Mersin , DARDANELLES,1
DARDANELLES , Agioi Theodoroi,1
Tuapse , BOSPHOROUS,1
BOSPHOROUS , Marmara Ereglisi,1
DARDANELLES , DERINCE,1
Constantza , Tuapse,1
Skikda ," Cartagena, Spain",1
AT SEA , Zahrani,1
AT SEA , CARTAGENA (SPA),1
LIMASSOL , DARDANELLES,1
DARDANALLES , DARDANELLES,1
ZAHRANI , Dardanelles,1
Tripoli , ZAHRANI,1
novorossisyk , NOVOROSSIYSK,1
EREGLISI , BOSPHOROUS,1
El Dekheila , Skikda,1
"Cartagena, Spain "," Venice, Italy",1
AUGUSTA , MISURATA,1
Eleusis Loading Port , Elefsis,1
Anchorage Recalada , Arrival Zarate,1
CAMPANA , Anchorage Recalada,1
Drifting Istanbul , BOSPHOROUS,1
CASTELLON , AT SEA,1
Tarragona , CASTELLON,1
Bizerte , Tarragona,1
MALTA , Malta Anchorage,1
ELEUSIS , KOPER,1
Koper , Eleusis,1
BOSPHOROUS , BOURGAS,1
AT SEA , Koper,1
BOSPHOROUS , Istanbul Anchorage,1
DARDANELLES , Drifting Off Dardanelles,1
ALGIERS , AT SEA,1
DARDANELLES , Gelibolu  Anchorage,1
Adrift , BOSPHOROUS,1
ASHKELON , DARDANELLES,1
Anch Gelibolu , DARDANELLES,1
ALEXANDRIA , AT SEA,1
DARDANELLES , Suez Canal ,1
TARRAGONA , AT SEA,1
LA SKHIRRA , ZARZIS,1
"BOZCAADA, TURKEY ", DARDANELLES,1
DARDANELLES ," BOZCAADA,TURKEY",1
"SILIVRI, TURKEY ", SILIVRI,1
BOSPHOROUS , SILIVRI,1
AUGUSTA , MALTA (GRAND HARBOUR),1
LAVERA , Santa Panagia,1
AMBARLI , BOSPHOROUS,1
ZARZIS , MALTA (GRAND HARBOUR),1
ALGECIRAS , LA SKHIRRA,1
"MALTA, OPL ", MALTA (GRAND HARBOUR),1
BOSPHOROUS , BOSPHORUS,1
DARDANELLES , AMBARLI,1
PRIOLO , BRINDISI,1
GELIBULO , DARDANELLES,1
BOSPHOROUS , TURKELI ISLAND,1
BOZCADDA , DARDANELLES,1
DARDANELLES , BOZCADDA,1
DARDANELLES , GELIBULO,1
MALTA (GRAND HARBOUR) ," malta,",1
MILAZZO , BRINDISI,1
Santa Panagia , NAPOLI,1
LOME , GIBRALTAR,1
"Augusta, (Sicily), Italy "," Venice, Italy",1
La Nouvelle ," Augusta, (Sicily), Italy",1
Sarroch , La Nouvelle,1
Genoa , Sarroch,1
"Cartagena, Spain ", Genoa,1
"Cartagena, Spain ", Jorf Lasfar,1
Gibraltar ," Cartagena, Spain",1
Cartagena anchorage ," Cartagena, Spain",1
"Lome, Togo anchorage ", Lome STS discharging,1
BRINDISI , SARROCH,1
BOSPHOROUS , BOSPHORUS ,1
ANTALYA , DARDANELLES,1
DERINCE , DARDANELLES,1
MALTA (GRAND HARBOUR) , Agioi Theodoroi,1
MALTA (GRAND HARBOUR) , MALTA OFF,1
MERSIN ANCHORAGE , MERSIN,1
ISKENDERUN , MERSIN,1
SARROCH , MALTA (GRAND HARBOUR),1
DARDANELLES , TUZLA,1
Gdynia anchorage. , Gdynia,1
GENOA , TARRAGONA,1
ASHKELON , CANAKKALE,1
AMSTERDAM , PROVIDENCE,1
NEWARK , AMSTERDAM,1
GIBRALTAR , NEWARK,1
TARRAGONA , GIBRALTAR,1
CASTELLON , TARRAGONA,1
CANAKKALE , CASTELLON,1
NOVOROSSISK , CANAKKALE,1
CANAKKALE , NOVOROSSISK,1
SICILIAN CHANNEL , ASHKELON,1
NEW HAVEN , MURMANSK,1
MALTA , SICILIAN CHANNEL,1
ASHKELON , MALTA,1
ALEXANDRIA , ASHKELON,1
PIRAEUS , ALEXANDRIA,1
BANIAS , PIRAEUS,1
LAVERA , BANIAS,1
ROTTERDAM , LAVERA,1
PASIR GUDANG , ROTTERDAM,1
PROVIDENCE , NEW HAVEN,1
MURMANSK , DUNKERQUE,1
Donges , Bordeaux,1
AMSTERDAM , GIJON,1
BORDEAUX , Donges,1
SAMSUN , ZARZIS,1
NOVOROSSIYSK , NOVOROSSISK,1
FREDERICIA , KALUNDBORG,1
AMSTERDAM , FREDERICIA,1
LE HAVRE , AMSTERDAM,1
BILBAO , LE HAVRE,1
GIJON , BILBAO,1
YORKTOWN , AMSTERDAM,1
DUNKERQUE , Vitino,1
PORT EVERGLADES , YORKTOWN,1
NEW YORK , PORT EVERGLADES,1
AMSTERDAM , NEW YORK,1
ANTWERP , AMSTERDAM,1
MURMANSK , ANTWERP,1
MURMANSK , Vitino,1
ROTTERDAM , MURMANSK,1
ROTTERDAM , Vitino,1
AUGUSTA , Fos,1
Fos , Malta (Grand Harbour),1
Bizerte , BIZERTE TUNISIA,1
Lome , OFF LOME,1
Barcelona , Castellon,1
Tarragona , Barcelona,1
Cartagena , Tarragona,1
Arzew , Cartagena,1
Antwerp , Amsterdam,1
LOME , LUANDA,1
Off LOME , Lome,1
LOME , Off Lome,1
LAS PALMAS , DONGES,1
BOSPHOROUS , Bosporus ,1
"Portland, U.K. ", ANTWERP,1
PEMBROKE DOCK ," Portland, U.K.",1
PEMBROKE DOCK ," Drifting Pembroke, UK",1
"Offshore Southwold, UK ", SOUTHWOLD,1
SOUTHWOLD , Offshore Southwold UK,1
ANTWERP ," Antwerp, Belgium",1
"At Anch. Rotterdam, Holland ", ROTTERDAM,1
DONGES , ANTWERP,1
castellon , VATIKA BAY,1
BOSPHOROUS , MARMARA SEA,1
Malta (Grand Harbour) , DARDANELLES,1
SANDAKAN , PASIR GUDANG,1
DARDANELLES , Tutuncifilik,1
ALEXANDRIA , PORT SAID,1
DARDANELLES , MERSIN,1
AT SEA , Trieste,1
ARZEW , SARROCH,1
AT SEA , ARZEW,1
Suez Canal , Suez Exit ,1
ALEXANDRIA , Suez Canal ,1
DARDANELLES , GELIBOLU,1
BOSPHOROUS , NOVOROSSISK,1
Agioi Theodoroi , MERSIN,1
AT SEA , ISLAND OF LESVOS,1
BOSPHOROUS , Bosporus,1
AT SEA , NOVOROSSISK,1
DARDANELLES ," Venice, Italy",1
Kavkaz , BOSPHOROUS,1
Novorossiysk , Kavkaz,1
NOVOROSSISK , BOSPHOROUS,1
Rotterdam , Donges,1
Rotterdam , Anchorage Rotterdam,1
"At Anchorage Yorktown, Va. ", YORKTOWN,1
HAIFA , LIMASSOL,1
Bosphorus Transit , BOSPHOROUS,1
KERCH , BOSPHOROUS,1
BOSPHOROUS , KERCH,1
BOSPHOROUS , Istanbul Adrift,1
Bozcaada anchorage , DARDANELLES,1
MALTA , Malta OPL,1
OPL Limassol , ASHKELON,1
LIMASSOL , OPL Limassol,1
HAIFA , At anchor,1
"In port Yorktown, Va., USA "," At anchorage Yorktown, Va., U",1
Dardanellis Anch , DARDANELLES,1
DARDANELLES , Off Marmara,1
TUAPSE , NOVOROSSISK,1
HAIFA , Shifting to Anch,1
Discharging At Berth , HAIFA,1
HAIFA , At Anchorage,1
TUAPSE ," Tuapse, Russia",1
BOSPHORUS , BOSPHOROUS,1
ISKENDERUN , HAIFA,1
"Haifa, Israel Loading Berth ", HAIFA,1
HAIFA ," Haifa, Israel",1
ASHKELON , ISKENDERUN,1
"Anchorage Yorktown, Va., USA "," Yorktown, Virginia, USA",1
YORKTOWN ," Anchorage Yorktown, Virginia, ",1
Tema ," Offshore Tema, Ghana",1
"Offshore Bonny, Nigeria "," Bonny, Nigeria",1
LAGOS , Bonny,1
LAGOS ," Lagos, Nigeria",1
ANTWERP , DAKAR,1
THAMESHAVEN , ANTWERP,1
Anchorage ," London, England ",1
Scheveningen , THAMESHAVEN,1
"New York, USA ", New Jersey,1
MURMANSK , New York,1
FLUSHING , Scheveningen,1
ALGECIRAS , Isle of Grain,1
TARRAGONA , HUELVA,1
LIMASSOL , ASHDOD,1
MERSIN , LIMASSOL,1
AT SEA 1 , AT SEA,1
