TELEGRAM_DATE;TELEGRAM_TYPE;BALAST_FLAG;LATITUDE_DEGREES;LATITUDE_SECONDS;LONGITUDE_DEGREES;LONGITUDE_SECONDS;VESSEL_COURSE;DRAFT;ENGINE_RPM;WIND_DIRECTION;WIND_FORCE;AVERAGE_SPEED;HOURS_SLC;MINUTES_SLC;ME_CONS_24H;TRIM
2014-01-24 12:00:00;N;L;71;43;46;22;247;9.7;99.9;270;4;12.22;9;0;6.9;0
2014-01-21 12:00:00;N;L;62;25;43;31;45;9.7;102.8;315;4;12.63;24;0;21.15;0
2014-02-03 12:00:00;N;B;28;55;43;37;67;7.4;89.6;270;8;10.83;24;0;14.8;2
2012-06-09 12:00:00;N;B;8;37;45;38;225;10.53;113.6;225;5;12.67;24;0;30;0.58
2014-02-07 12:00:00;N;B;5;43;49;0;90;7.4;111.6;135;3;12.63;24;0;27.5;2
2014-01-30 12:00:00;N;B;55;41;45;33;135;6.7;95.9;270;7;12.08;24;0;14.8;1.2
2014-02-12 12:00:00;N;B;16;45;55;55;45;7.25;104.0;225;4;12.17;23;0;23.35;1.5
2013-11-09 12:00:00;N;L;14;51;36;8;123;11.3;102.64;225;3;13.17;24;0;24.9;0
2014-01-22 12:00:00;N;L;60;16;47;22;315;9.7;99.2;0;5;12.46;24;0;18.2;0
2014-01-25 00:00:00;A;L;73;30;45;33;315;9.7;99.8;0;3;11.5;12;0;9.2;0
2013-09-14 17:06:00;A;L;90;48;13;40;315;8.65;102.5;270;4;11.76;5;6;6.9;0
2012-05-19 12:00:00;N;B;8;58;45;43;45;7.415;100.1;315;3;13.33;24;0;22.3;0.55
2014-02-08 10:00:00;A;B;5;9;50;4;180;7.4;116.4;225;5;15.14;22;0;20.2;2
2014-01-31 12:00:00;N;B;48;45;24;58;90;7.4;100.1;180;4;12.61;23;0;54.7;2
2014-02-13 03:54:00;A;B;21;24;57;31;315;7.25;103.9;225;3;11.19;15;54;16.15;1.5
2014-02-19 12:00:00;N;L;14;16;55;22;225;12.09;104.1;225;3;12.51;22;42;22.4;0
2012-09-26 12:00:00;N;B;26;46;36;26;315;7.425;103.9;315;3;13.25;24;0;24.53;2.05
2012-09-27 03:00:00;A;B;26;12;40;25;22;0;0.0;45;3;0.0;16;0;14.97;0
2014-02-04 12:00:00;N;B;23;37;44;14;112;7.4;81.8;292;10;10.22;23;0;11.9;2
2012-05-09 12:00:00;N;B;59;10;32;45;0;7.465;101.5;45;4;12.5;24;0;23;0.19
2014-02-08 18:30:00;D;B;5;9;50;4;0;7.4;0.0;0;0;0.0;0;0;0;2
2012-11-09 01:30:00;D;L;29;8;41;4;0;9.7;0.0;0;0;0.0;0;0;0;0
2012-05-20 12:00:00;N;B;3;29;49;41;45;7.645;100.2;45;3;13.0;23;0;22.3;0.47
2014-02-20 12:00:00;N;L;11;46;56;52;337;12.09;104.3;135;2;12.38;24;0;24.4;0
2012-11-09 07:30:00;A;L;26;12;40;25;247;9.7;101.9;45;5;13.33;6;0;5.06;0
2014-01-23 12:00:00;N;L;65;34;49;8;270;9.7;97.8;270;5;10.21;24;0;18.4;0
2014-01-24 02:00:00;A;L;69;18;48;23;112;9.7;99.6;112;4;13.43;14;0;10.75;0
2014-01-24 03:00:00;D;L;69;20;48;20;0;9.7;0.0;0;0;0.0;0;0;0;0
2014-02-05 12:00:00;N;B;17;48;44;33;45;7.4;83.9;315;6;10.42;24;0;13.6;2
2012-06-10 12:00:00;N;L;11;13;40;17;225;10.53;117.3;225;5;14.5;24;0;31;0.58
2014-01-27 12:00:00;D;B;73;30;45;33;0;6.9;0.0;0;0;0.0;0;0;0;1.2
2014-02-09 12:00:00;N;B;4;1;54;47;45;7.4;90.6;225;8;13.21;16;30;11.35;2
2014-02-01 12:00:00;N;B;41;57;44;33;90;7.4;100.8;247;5;12.91;23;0;18.7;2
2012-05-10 12:00:00;N;B;55;2;33;18;90;7.31;100.6;45;4;12.4;23;0;22;1.3
2014-02-10 12:00:00;N;B;10;47;54;20;90;7.4;92.5;180;4;12.96;24;0;16.2;2
2014-02-21 12:00:00;N;L;5;44;55;55;225;12.09;104.6;225;5;12.08;24;0;24.7;0
2014-02-10 13:00:00;A;B;10;44;57;37;90;7.4;99.7;180;4;11.0;1;0;0.9;2
2014-02-10 23:12:00;D;B;10;44;57;37;0;7.4;0.0;0;0;0.0;0;0;0;2
2014-02-11 12:00:00;N;B;11;21;55;2;135;7.4;104.3;135;2;13.67;12;48;13.05;2
2012-05-29 00:00:00;A;L;4;22;52;54;225;10.82;99.1;247;2;13.75;12;0;12.2;0.32
2014-01-28 12:00:00;N;B;67;6;49;36;45;6.7;97.3;225;5;13.75;24;0;16.55;1.2
2012-06-08 12:00:00;N;L;4;30;49;3;225;10.555;105.6;225;8;10.63;24;0;26.3;-0.35
2012-09-25 07:30:00;D;B;29;11;31;52;0;7.25;0.0;0;0;0.0;0;0;0;1.7
2014-02-02 12:00:00;N;B;34;43;44;36;135;7.4;100.9;315;8;12.78;23;0;18.75;2
2012-05-08 12:00:00;N;B;55;25;30;14;270;7.335;100.0;45;5;12.26;23;0;22.3;0.51
2014-02-06 12:00:00;N;B;11;45;46;12;0;7.4;108.0;45;6;13.22;23;0;24.7;2
2013-12-25 01:48:00;A;B;73;30;45;33;0;0;0.0;0;0;0.0;1;28;0;0
2014-02-22 12:00:00;N;L;2;36;51;7;225;12.09;107.9;225;5;11.96;24;0;25.9;0
2014-02-22 15:48:00;A;L;4;14;51;25;90;2.09;98.8;225;5;11.84;3;48;3.9;0
2012-05-18 12:00:00;N;B;13;49;41;10;45;7.565;100.5;337;4;12.7;24;0;22.3;0.57
2012-05-23 12:00:00;N;B;6;47;55;47;45;7.425;100.2;45;4;13.2;18;5;18.9;1.57
2013-07-28 12:00:00;N;B;13;19;28;28;22;7.4;101.8;45;4;12.58;24;0;22.6;2
2013-08-21 12:00:00;N;B;79;49;26;40;202;7.3;101.9;135;4;12.38;24;0;22.7;2
2012-05-04 12:00:00;N;B;86;10;25;13;135;7.395;101.0;135;3;13.33;24;0;22.2;2.05
2012-05-07 12:00:00;N;B;70;38;28;15;45;7.645;101.0;247;3;13.63;24;0;22;1.15
2012-05-16 12:00:00;N;B;21;57;34;59;90;7.62;100.1;225;5;11.43;23;0;22;0.66
2013-08-11 12:00:00;N;L;46;17;46;21;247;11.2;105.23;180;5;12.68;25;0;25.9;0.4
2012-05-12 12:00:00;N;B;42;43;33;51;90;7.4;100.2;45;5;12.0;23;0;22;1.38
2012-05-14 12:00:00;N;B;32;19;34;43;90;7.39;100.3;45;7;11.35;23;0;22.4;0.66
2012-05-24 07:00:00;A;B;11;21;58;25;45;0;93.6;90;2;12.53;17;0;15.3;0
2012-05-21 16:00:00;A;B;4;22;52;54;0;7.365;94.6;0;4;10.25;4;0;4;1.57
2012-05-27 12:30:00;D;L;11;21;58;25;0;10.825;0.0;0;0;0.0;0;0;0;0.31
2013-08-22 12:00:00;N;B;82;15;24;10;270;7.3;101.85;135;4;10.17;24;0;22.6;2
2012-06-07 01:42:00;D;L;4;22;52;54;0;0;0.0;0;0;0.0;0;0;0;0
2012-06-07 12:00:00;N;L;1;18;51;50;225;10.445;97.4;225;4;12.33;10;3;10.8;0.03
2012-05-05 12:00:00;N;B;80;37;24;34;45;7.695;100.0;90;3;13.42;24;0;22;1.25
2012-05-17 12:00:00;N;B;17;50;37;12;45;7.55;100.1;225;4;13.13;24;0;22.3;0.36
2012-05-28 12:00:00;N;L;5;38;54;38;225;10.79;96.0;247;3;12.34;23;30;21;0.26
2013-08-10 12:00:00;N;L;38;50;46;45;270;11.2;105.1;45;5;12.75;24;0;25.1;0.4
2012-05-02 18:00:00;D;B;95;45;29;20;0;7.595;0.0;0;0;0.0;0;0;0;1.45
2012-05-15 12:00:00;N;B;27;38;34;17;90;7.62;100.1;225;6;11.29;24;0;22.1;0.2
2012-05-13 12:00:00;N;B;37;0;35;57;90;7.205;100.3;270;6;10.25;24;0;22.2;1.45
2012-05-22 17:30:00;D;B;4;22;52;54;0;7.4;0.0;0;0;0.0;0;0;0;1.4
2013-08-24 12:00:00;N;B;92;15;27;55;292;7.3;101.83;45;3;12.46;24;0;22.5;2
2013-08-25 01:00:00;A;B;95;13;29;29;292;7.3;101.77;90;3;13.46;13;0;12.2;2
2012-05-03 12:00:00;N;B;92;3;26;49;135;7.365;105.4;135;3;14.05;17;5;17.5;2.11
2012-05-06 12:00:00;N;B;75;21;26;50;45;7.695;100.0;45;2;14.04;23;0;22.2;1.25
2013-09-04 04:12:00;A;L;79;57;8;34;157;11.4;102.13;135;2;11.91;16;12;16.2;0
2012-05-11 12:00:00;N;B;48;24;33;18;90;7.435;102.2;112;4;13.22;23;0;23.5;1.17
2012-05-21 12:00:00;N;B;2;50;51;40;45;7.555;100.3;45;5;12.5;24;0;22;0.77
2013-07-27 12:00:00;N;B;16;7;24;38;22;7.4;103.24;0;5;11.91;23;0;23.5;2
2013-08-15 18:30:00;A;L;74;27;40;0;270;11.2;102.51;315;3;12.0;6;30;6.7;0.4
2013-07-10 12:00:00;N;B;15;40;8;34;315;7.45;105.24;225;3;12.58;24;0;22.5;2.1
2013-08-31 12:00:00;N;L;88;11;24;10;112;11.25;103.5;135;3;11.96;24;0;24.2;0
2013-09-02 12:00:00;N;L;81;7;17;27;157;11.25;104.93;135;3;12.5;24;0;25.6;0
2013-08-19 12:00:00;N;B;73;8;35;0;180;7.3;101.91;0;4;12.75;24;0;22.5;2
2013-08-12 12:00:00;N;L;52;11;45;47;247;11.2;105.27;225;5;11.46;24;0;25.2;0.4
2013-09-01 12:00:00;N;L;85;40;20;6;157;11.25;105.21;135;3;11.88;24;0;25.5;0
2013-08-29 16:00:00;D;L;95;45;29;20;0;11.25;0.0;0;0;0.0;0;0;0;0
2013-09-03 12:00:00;N;L;80;41;12;36;157;11.25;102.79;135;3;11.63;24;0;24.2;0
2012-07-22 12:00:00;N;B;9;31;37;53;67;7.47;103.2;292;4;13.23;22;0;19.4;1.78
2013-08-13 12:00:00;N;L;59;14;43;19;247;11.2;105.2;225;4;12.24;25;0;25.7;0.4
2013-08-23 12:00:00;N;B;87;37;25;40;247;7.3;101.81;225;3;12.6;25;0;23.4;2
2013-07-09 12:00:00;N;B;11;50;5;19;292;7.45;109.0;180;4;12.54;24;0;24;2.1
2013-08-30 12:00:00;N;L;92;32;25;46;157;11.25;104.41;135;2;12.85;20;0;21;0
2012-07-23 12:00:00;N;B;12;14;34;46;180;7.47;103.0;337;3;11.5;24;0;22;1.78
2013-08-20 12:00:00;N;B;76;41;30;24;202;7.3;102.2;135;3;13.42;24;0;22.8;2
2012-06-11 12:00:00;N;L;13;16;34;10;225;10.415;118.4;225;0;15.29;24;0;32;0.59
2012-07-20 13:30:00;A;B;0;43;36;20;0;7.355;99.0;225;1;12.67;1;30;2;1.73
2012-07-20 21:30:00;D;B;0;55;36;25;0;7.355;0.0;0;0;0.0;0;0;0;1.73
2012-07-21 12:00:00;N;B;3;18;37;49;67;7.36;102.8;45;2;13.55;15;8;13.8;1.72
2013-08-18 12:00:00;N;B;73;5;40;26;202;7.3;102.0;45;4;12.73;2;12;1.6;2
2013-08-18 09:48:00;D;B;74;26;40;0;0;7.3;0.0;0;0;0.0;0;0;0;2
2013-08-14 12:00:00;N;L;65;45;41;26;247;11.2;105.24;225;5;11.96;24;0;70.8;0.4
2012-06-16 12:00:00;N;L;15;13;8;51;135;10.195;105.9;45;4;13.46;24;0;23.3;0.23
2013-11-12 20:00:00;D;B;14;56;35;48;0;7.3;0.0;0;0;0.0;0;0;0;2.2
2013-11-13 12:00:00;N;B;11;29;37;2;286;7.3;100.2;45;3;13.0;16;0;13.9;2.2
2012-06-26 17:18:00;D;L;1;8;6;16;0;8.58;0.0;0;0;0.0;0;0;0;0.04
2012-06-27 05:00:00;A;L;3;27;6;23;0;8.55;100.0;225;3;15.15;9;42;9.2;0.2
2012-06-19 12:00:00;N;L;0;56;3;54;45;9.88;101.9;45;4;14.46;24;0;22;0.6
2012-07-16 12:00:00;N;B;12;2;21;49;45;7.26;101.0;22;5;11.42;24;0;21.6;2
2013-11-23 12:00:00;N;L;30;16;39;11;225;11;105.3;202;4;10.6;25;0;28.8;0
2012-07-30 12:00:00;N;L;6;57;40;41;337;8.695;103.0;337;3;13.17;24;0;23;0.31
2013-12-30 12:00:00;N;B;60;36;47;41;135;7.2;100.5;135;5;13.54;24;0;21.15;1.6
2012-06-14 12:00:00;N;L;18;5;18;15;180;10.26;104.4;45;4;13.64;25;0;23;0.5
2012-06-17 12:00:00;N;L;11;50;4;39;135;10.01;107.6;135;4;13.63;24;0;24.3;0.06
2013-11-24 12:00:00;N;L;36;41;37;6;225;11;105.3;225;4;12.29;24;0;27.7;0
2013-11-15 12:00:00;N;B;1;28;36;54;262;7.3;105.5;22;5;13.25;24;0;22.7;2.2
2012-07-23 17:42:00;A;B;12;48;32;41;180;7.02;102.9;337;3;12.69;6;42;6.2;1.14
2012-06-20 00:12:00;A;L;1;8;6;16;0;10.07;100.9;180;3;16.61;11;12;11.3;0.34
2013-12-04 19:00:00;D;B;80;6;26;5;0;7.27;0.0;0;0;0.0;0;0;0;1.46
2013-11-25 12:00:00;N;L;42;3;36;6;225;11;105.2;180;5;12.71;24;0;27.7;0
2013-12-05 12:00:00;N;B;81;15;24;58;270;7.2;98.0;225;3;11.29;17;0;12.4;1.6
2012-07-08 12:00:00;N;B;2;50;3;59;270;7.38;100.0;225;3;10.92;24;0;20;1.8
2012-07-09 12:00:00;N;B;7;50;3;24;270;7.32;99.8;225;4;11.04;24;0;21;1.8
2012-07-17 12:00:00;N;B;9;53;32;44;45;7.15;101.0;22;5;11.71;24;0;21.6;2.06
2012-07-20 12:00:00;N;B;0;36;36;42;67;7.355;99.4;225;1;14.46;16;7;14.6;1.73
2013-12-28 13:00:00;D;B;73;30;45;33;0;6.9;0.0;0;0;0.0;0;0;0;1
2013-12-29 12:00:00;N;B;67;7;49;34;45;6.9;104.9;45;4;14.09;23;0;23.9;1
2013-11-14 12:00:00;N;B;4;14;37;38;262;7.3;105.01;315;4;12.83;24;0;22.5;2.2
2012-07-28 14:30:00;D;L;12;48;32;41;0;8.725;0.0;0;0;0.0;0;0;0;0.13
2012-07-29 12:00:00;N;L;11;25;37;18;0;8.72;102.6;292;2;13.77;21;30;22;0.26
2012-07-31 00:06:00;A;L;5;23;43;0;337;8.695;103.5;180;3;13.14;12;6;13.1;0.31
2012-06-15 12:00:00;N;L;18;44;12;15;180;10.415;107.8;45;4;13.42;24;0;24.5;0.59
2012-06-18 12:00:00;N;L;6;20;3;31;90;9.905;103.0;180;4;13.96;24;0;23;0.53
2012-07-15 12:00:00;N;B;15;24;25;38;45;7.38;100.6;0;5;11.57;23;0;20.4;1.84
2012-07-17 18:36:00;A;B;8;53;33;40;45;7.15;100.3;22;5;12.1;6;6;7.1;2.06
2012-07-18 11:24:00;D;B;8;39;33;35;0;7.355;0.0;0;0;0.0;0;0;0;1.61
2012-07-18 12:00:00;N;B;8;41;33;35;0;3.275;98.1;22;4;11.7;0;36;0.5;-6.55
2013-08-05 09:00:00;D;L;3;24;43;6;0;11.2;0.0;0;0;0.0;0;0;0;0.4
2013-08-05 12:00:00;N;L;3;46;43;38;292;11.2;102.0;315;4;12.0;3;0;2.6;0.4
2013-11-16 12:00:00;N;B;8;35;36;34;291;7.3;105.27;22;4;13.24;25;0;24.6;2.2
2013-12-01 12:00:00;N;L;75;16;26;30;225;10.9;105.0;45;4;12.29;24;0;27.1;0
2013-12-07 12:00:00;A;B;91;27;30;11;0;7.6;76.3;0;4;10.36;25;0;14;1.6
2013-11-11 21:00:00;D;B;14;48;35;34;0;7.3;0.0;0;0;0.0;0;0;0;2.2
2013-08-06 12:00:00;N;L;10;9;44;43;292;11.2;102.5;315;2;12.28;25;0;25;0.4
2013-11-29 12:00:00;N;L;64;33;29;38;225;11;105.0;45;4;12.5;24;0;27.4;0
2013-11-11 23:00:00;A;B;14;54;35;49;352;7.3;77.13;247;5;9.44;1;48;3;2.2
2012-08-29 12:00:00;N;L;29;28;31;23;112;10;107.5;337;5;13.2;25;0;22.3;0.1
2013-11-22 12:00:00;N;L;24;0;39;33;270;11;105.1;247;8;11.5;24;0;27.8;0
2013-08-07 12:00:00;N;L;17;24;45;2;292;11.2;102.14;337;5;11.79;24;0;24.8;0.4
2013-11-19 20:00:00;D;L;8;55;37;56;0;11;0.0;0;0;0.0;0;0;0;0
2013-11-20 12:00:00;N;L;12;57;38;45;292;11;107.1;45;5;12.19;16;0;18.5;0
2013-12-02 10:30:00;A;L;80;5;26;2;247;10.9;105.0;315;3;11.51;22;30;24.9;0
2013-11-26 12:00:00;N;L;47;28;34;42;225;11;105.3;315;6;11.68;25;0;28.7;0
2013-11-27 12:00:00;N;L;53;55;32;10;225;11;105.3;45;5;12.08;24;0;27.7;0
2013-08-09 12:00:00;N;L;31;50;46;18;270;11.2;105.24;90;5;12.12;25;0;26.2;0.4
2013-11-16 20:42:00;A;B;8;52;37;53;39;7.3;104.59;22;4;12.76;8;42;10;2.2
2013-11-21 12:00:00;N;L;19;2;40;0;270;11;106.3;225;5;12.0;25;0;28.9;0
2013-11-30 12:00:00;N;L;70;51;27;18;225;10.9;105.0;90;5;12.68;25;0;28.4;0
2013-11-28 12:00:00;N;L;59;10;31;10;225;11;105.1;180;3;12.96;25;0;28.4;0
2012-11-05 11:30:00;A;B;39;0;44;3;0;7.35;100.5;90;2;13.16;22;30;19.78;1.7
2013-12-06 12:00:00;N;B;86;20;25;45;315;7.2;94.0;90;3;11.33;24;0;16.1;1.6
2012-11-04 12:00:00;N;B;32;15;42;46;67;7.5;101.0;90;4;13.54;12;42;9.68;2
2013-03-24 03:36:00;D;B;26;12;40;25;0;7.4;0.0;0;0;0.0;0;0;0;1.8
2012-08-10 12:00:00;N;L;12;17;37;46;112;9.855;103.4;315;3;13.83;24;0;21;0.27
2012-08-22 12:00:00;N;B;30;45;34;8;315;7.455;103.0;315;4;13.68;20;2;14.1;1.77
2012-08-25 13:30:00;D;B;23;51;37;27;0;7.435;0.0;0;0;0.0;0;0;0;1.73
2012-08-25 14:18:00;A;B;23;54;37;5;270;7.435;102.8;270;3;9.17;1;12;1;1.73
2013-03-24 11:00:00;A;B;29;8;41;4;90;7.4;105.74;135;3;13.38;7;24;7.4;1.8
2013-03-15 12:00:00;N;L;29;34;41;26;225;9.55;103.0;180;6;12.77;26;0;22.9;0
2013-07-31 12:00:00;N;B;9;34;42;57;0;7.4;102.2;0;2;12.5;24;0;20.4;2
2013-03-24 22:30:00;D;B;29;8;41;4;0;7.4;0.0;0;0;0.0;0;0;0;1.8
2013-03-25 12:00:00;N;B;32;34;41;7;45;7.4;104.8;67;5;12.8;12;30;12.4;-1.8
2012-08-14 11:18:00;A;L;35;9;34;37;0;9.865;102.7;225;4;12.55;24;18;20;0.25
2013-03-14 02:42:00;D;L;39;6;44;3;0;9.55;0.0;0;0;0.0;0;0;0;0
2013-03-14 12:00:00;N;L;36;28;43;20;247;9.55;102.2;270;3;13.55;9;18;7.9;0
2012-08-11 12:00:00;N;L;18;22;36;55;90;9.79;103.0;0;4;13.52;23;0;20.3;0.3
2012-08-23 12:00:00;N;B;28;27;35;0;315;7.425;102.8;292;4;13.11;9;0;8.2;1.77
2013-02-18 12:48:00;D;B;33;40;34;2;0;7.5;0.0;0;0;0.0;0;0;0;1.4
2013-02-19 12:00:00;N;B;28;50;35;5;0;7.15;101.9;315;4;12.97;23;12;21.1;1.9
2013-03-03 06:30:00;A;L;33;40;34;2;22;9.45;101.2;67;8;11.62;18;30;17.02;0.1
2013-07-29 12:00:00;N;B;11;8;33;41;22;7.4;102.9;45;3;12.58;24;0;23.5;2
2013-08-01 12:00:00;N;B;4;56;43;3;90;7.4;102.23;90;2;13.25;24;0;20.6;2
2013-03-26 12:00:00;N;B;39;1;44;4;0;7.4;110.4;0;4;13.48;23;0;25.2;1.8
2013-03-26 12:48:00;A;B;39;6;44;3;0;7.4;103.2;0;4;5.56;1;48;0.6;1.8
2012-08-12 12:00:00;N;L;23;17;36;25;90;9.815;103.0;45;4;12.93;17;1;13.9;0.25
2012-08-24 09:12:00;A;B;23;56;37;38;270;7.435;103.3;270;3;13.11;22;12;19.5;1.73
2013-07-30 12:00:00;N;B;10;36;37;15;22;7.4;102.2;45;4;12.04;23;0;21;2
2013-08-01 15:30:00;A;B;3;28;43;8;112;7.45;101.0;315;3;12.86;3;30;3.2;1.9
2012-11-03 23:18:00;D;B;29;8;41;4;0;0;0.0;0;0;0.0;0;0;0;0
2012-08-13 12:00:00;N;L;29;50;34;36;90;9.79;102.4;247;4;13.21;24;0;21.5;0.42
2012-08-15 16:48:00;D;L;35;9;34;37;0;9.1;0.0;0;0;0.0;0;0;0;0
2012-08-15 17:18:00;A;L;35;54;33;32;202;9.1;97.2;247;4;16.0;0;30;0.6;0
2012-08-29 13:06:00;A;L;29;11;31;52;135;9.95;101.6;337;5;6.67;2;6;1.6;0.2
2012-08-27 18:42:00;D;L;23;54;37;5;0;9.955;0.0;0;0;0.0;0;0;0;0.19
2013-11-09 14:00:00;A;L;14;46;35;32;73;11.3;102.75;225;3;10.0;2;0;1.8;0
2012-08-21 15:48:00;D;B;35;54;33;32;0;7.5;0.0;0;0;0.0;0;0;0;1.4
2012-08-28 12:00:00;N;L;24;41;34;5;135;9.95;104.2;45;5;13.72;17;3;14.2;0.2
2013-03-08 12:00:00;N;B;27;48;35;36;292;7.35;103.6;135;5;13.79;21;24;18.82;2.3
2013-03-21 11:30:00;D;B;33;40;34;2;0;7.4;0.0;0;0;0.0;0;0;0;1.8
2013-03-21 12:00:00;N;B;33;28;34;9;292;7.4;104.0;90;3;14.0;0;30;0.2;1.8
2013-02-09 01:00:00;D;B;29;8;41;4;0;7.4;0.0;0;0;0.0;0;0;0;2
2013-02-09 12:00:00;N;B;31;32;42;59;67;7.4;103.8;225;4;13.82;11;0;10.14;2
2013-03-15 12:42:00;A;L;29;8;41;4;0;9.55;84.79;0;0;11.43;0;42;0.4;0
2013-03-16 01:18:00;D;L;29;8;41;4;0;9.55;0.0;0;0;0.0;0;0;0;0
2013-03-16 08:00:00;A;L;26;12;40;25;247;9.55;102.6;22;6;12.99;6;42;6.2;0
2013-02-10 12:00:00;N;B;38;54;43;33;67;7.4;103.3;45;4;13.64;22;0;19.88;2
2013-09-19 08:24:00;A;B;79;46;8;29;0;7.4;101.86;135;4;12.84;20;24;18.7;0.4
2013-03-18 12:00:00;N;L;30;0;35;29;112;9.55;103.3;0;4;13.0;24;0;23.2;0
2013-03-22 12:00:00;N;B;27;17;36;1;315;7.4;105.9;315;7;13.67;24;0;22.1;1.8
2013-03-18 23:00:00;A;L;33;40;34;2;67;9.55;103.2;0;4;13.09;11;0;10.4;0
2013-02-16 12:00:00;N;L;31;41;34;40;112;9.6;103.8;315;6;13.25;24;0;22.75;0
2013-02-28 20:00:00;D;L;29;8;41;4;0;9.55;0.0;0;0;0.0;0;0;0;0.1
2013-02-22 01:18:00;D;B;29;8;41;4;0;7.5;0.0;0;0;0.0;0;0;0;1.4
2013-02-22 12:00:00;N;B;31;28;42;49;67;7.3;103.8;90;4;13.18;10;42;10.18;2.2
2013-03-09 07:00:00;A;B;26;12;40;25;22;7.35;103.4;180;4;13.79;19;0;16.78;1.9
2013-03-11 01:12:00;D;B;29;8;41;4;0;4.28;0.0;0;0;0.0;0;0;0;-2.22
2013-03-11 12:00:00;N;B;31;30;42;54;22;6.975;103.0;225;4;13.89;10;48;10.8;3.17
2013-03-12 12:00:00;N;B;38;52;43;26;67;7.4;103.0;135;4;13.64;22;0;21;2
2013-03-09 21:00:00;D;B;26;12;40;25;0;7.3;0.0;0;0;0.0;0;0;0;1.8
2013-03-23 06:18:00;A;B;26;12;40;25;45;7.4;105.9;225;3;12.46;18;18;18.5;1.8
2013-02-10 13:30:00;A;B;39;6;44;3;22;7.4;103.6;45;4;8.4;2;30;1.58;2
2013-02-26 02:42:00;D;L;39;6;44;3;0;9.55;0.0;0;0;0.0;0;0;0;0.1
2013-02-26 12:00:00;N;L;36;28;43;17;202;9.35;103.3;45;3;13.44;9;18;8.74;0.1
2013-03-01 02:00:00;A;L;26;12;40;25;45;6.55;102.9;45;3;13.67;6;0;5.74;0.1
2013-03-01 07:30:00;D;L;26;12;40;25;0;9.525;0.0;0;0;0.0;0;0;0;0.05
2013-03-01 12:00:00;N;L;25;12;39;43;180;9.5;103.6;180;3;14.0;4;30;4.53;0
2013-02-08 00:06:00;D;B;26;12;40;25;0;7.4;0.0;0;0;0.0;0;0;0;2
2013-02-23 12:00:00;N;B;38;48;43;0;67;7.3;103.9;90;6;12.95;22;0;20.74;2.2
2013-03-12 14:33:00;A;B;39;59;43;0;67;7.4;102.5;135;7;13.0;2;0;1.9;2
2013-02-23 15:42:00;A;B;39;6;44;3;67;7.35;98.8;45;6;9.36;4;42;3.29;1.9
2013-02-16 18:00:00;A;L;33;40;34;2;67;9.6;103.0;315;5;13.33;6;0;5.8;0
2013-03-17 01:42:00;D;L;26;12;40;25;0;9.55;0.0;0;0;0.0;0;0;0;0
2013-03-17 12:00:00;N;L;25;58;37;46;180;9.55;102.5;135;3;13.01;10;18;10.1;0
2013-02-08 07:48:00;A;B;29;8;41;4;135;7.4;103.0;225;5;13.38;7;42;6.87;2
2013-02-27 11:00:00;A;L;29;8;41;4;202;9.5;103.0;45;4;13.6;25;0;24.25;0.2
2013-03-10 04:30:00;A;B;29;8;41;4;22;7.4;102.4;225;4;13.6;7;30;7.11;2
2013-02-20 11:24:00;A;B;26;12;40;25;0;7.4;103.5;45;4;13.03;23;24;21.9;2.4
2013-03-07 14:36:00;D;B;33;40;34;2;0;7.2;0.0;0;0;0.0;0;0;0;2
2013-09-26 12:00:00;N;B;94;17;29;12;48;7.25;101.7;45;2;13.33;24;0;21.49;1.5
2013-09-28 07:48:00;A;L;97;45;27;53;300;8.075;95.61;135;5;12.84;15;30;14.5;0.75
2013-10-01 12:00:00;N;L;95;25;23;50;180;9.85;97.95;180;3;12.82;22;42;24.4;0
2013-10-10 12:00:00;N;B;94;43;24;0;45;7.225;102.0;45;4;13.14;22;18;21.8;1.55
2013-10-20 13:30:00;D;L;95;45;29;20;0;11.34;0.0;0;0;0.0;0;0;0;0.12
2013-10-21 12:00:00;N;L;90;27;26;19;112;11.6;99.5;45;3;12.93;22;30;21.3;0
2012-12-27 12:00:00;N;L;18;31;39;23;45;10.265;103.1;225;4;13.03;15;30;14.73;0.07
2013-02-14 21:30:00;D;L;26;12;40;25;0;9.6;0.0;0;0;0.0;0;0;0;0
2013-02-15 12:00:00;N;L;26;6;37;6;157;9.6;103.3;157;4;13.45;14;30;13.26;0
2013-10-23 12:00:00;N;L;79;22;25;46;30;11.6;102.5;22;3;14.08;24;0;22.2;0
2013-09-12 12:00:00;N;L;81;51;6;46;270;8.65;105.0;247;3;13.64;16;30;18.02;0
2013-09-24 12:00:00;N;B;86;24;23;41;315;7.25;101.35;135;4;14.33;24;0;19.8;1.5
2013-09-26 13:48:00;A;B;94;4;30;5;67;7.5;98.5;135;2;13.89;1;48;3.1;2.4
2013-04-15 00:30:00;D;B;26;12;40;25;0;7.45;0.0;0;0;0.0;0;0;0;1.7
2013-04-15 08:30:00;A;B;29;8;41;4;90;7.45;105.45;45;4;12.38;8;0;8.7;1.7
2013-10-02 02:00:00;A;L;97;57;20;9;247;9.85;108.45;135;3;13.07;14;0;11;0
2013-10-22 12:00:00;N;L;85;54;24;21;109;11.6;100.5;135;3;12.35;23;0;20.8;0
2013-10-23 18:00:00;A;L;78;31;26;48;45;11.6;0.0;0;3;13.65;6;18;6.5;0
